title;artist;filename;lyrics
0 To 100  The Catch Up ; Drake;0 To 100  The Catch Up by Drake.txt;quote basement maybe aware lay-up wrist chill really vet scrollin top dawg pnd tense care mart real pass would mean tv shoutout nobody late majid meetin turf want upset feedback past rich feel mention provin ref loud quick action already p favor goat twitter night quicker squeezin phone tryna ta even humble pay noel shot problem buck catch work drake grow lookin droppin hit-boy left great thinkin whose puttin bein dissin always focus word hit ovo paint since ob could drive earth season searchin keepin show kill else crazy yet comin raptors-pay-my-bills chef reps-up shoe ready match perspective valuable rap-to-pay-the-bills another mothafuckin fuck man drill rap-to-pay-your-bills shit cookin need bit lavish fix use little worth good run okay studio prolly soundin person stagnant people way .kembed call every gettin lease nigga whoever defeat niko head fit holdin sauce wrong lord rookie squad help askin lose pickup spring still lil niggas ayy forrest set money comeback friendly wear movin jordan love payin steph talkin never leave lay sicker foot think damn whole curry big move somethin name game bitch lot billis pun fuckin us seam unconditional involve imagine ask matter either find sign smellin write lee listen house picture pot dad forward lesson soften intend mouse enough boy high keep watch air day
17 Again ; Brantley Gilbert;17 Again by Brantley Gilbert.txt;damn wish butterfly give break name young letterman dirt road last put window use little city wake anything backseat baby talk till driveway every friday goodbye first loving old memory thing time long girl want inside innocence spring sneak climb feel tonight roll sure end jacket could morning away look remember indiana everything love kiss summer dance lip homecomin bare never school back night high foot nothing mine panama touch feeling phone pretty day ohembed change think
19 You  Me ; Dan  Shay;19 You  Me by Dan  Shay.txt;right beach jump sound tea watchin wet creepin beautiful wave swing california forget sand lyrics myrtle playin song blonde sun beganembed week drippin every t-shirt summertime first thinkin souvenir stay hear start want tangle sippin hell kissin still sweet could begin look everything love mmm tear summer dance lip nothin leave watching hot sing crashin cry day cool man hair
2 On ; Tinashe;2 On by Tinashe.txt;even panty swear big rapping jane active pull give young ratchet live marijuana tree turn cause let-let dumb ring bitch backseat ya fade pop camera pinky light win baby pass clique way let-let-let rollembed nigga drape lame strong gun thing whip long girl stuntin want clap uh pussy invoice q choice car thigh roll cash noise money mary toot cake die faded drink hotbox love holla fast lit fashion ho action brake mob yea life crack spread smoke pour mustard nasty bang bruh drip mouth hot enemy weed boy high grip drunk attractive nothing keep beat day man fuck trip pump think
23 ; Mike WiLL Made-It;23 by Mike WiLL Made-It.txt;right em whole cup dryer stone tongue chopper need purple throw grey give stand live hooray turn rockin put club cause wannabe mhm wave thirty game swing miley bottle couch scar bitch lot joint tat check player mini us flight pair work athlete uh-uh trippy bi cha-ching hand call hang gettin skirt three release head lame stay ask free sick fresh naughty mc thing shame hammer waitress eardrummers side wolf flu hit ayy showin model beast smiley respect paramedic purp j house pro away drink trippin look kick hype hahahahahaha jordan sky fly hip-hop nature taylor dance never match jam back nope shade major night high foot many floor touch heh flavor blow fuck man try grape space home
24 Hours ; TeeFLii UNCERTAIN;24 Hours by TeeFLii UNCERTAIN.txt;right west damn whole minute b need hoursembed pull type give momma hour white use comb waffle peep hide good wake couch hard tat care catch aint bad baby talk dont would hand gettin make-up three nigga head badder ask walk wo nog around provide sleep girl long want side chick pussy womb still hit nod south clean everywhere reptile morning closet house chainz hole thug look fine ho room cute towel sex thickie mustard nothin lay erectile full cell egg r hoe floor service beat phone dress fuck ta hair
711 ; Beyonce;711 by Beyonce.txt;exude fool instead shut deck bet act break foolish live goyard shoot put wed vma little thought world top faucets america date good -carat hard swept rue mother queen stop ya player dead nobu net us v work broom expect baby deposit suffer people would way speak mean nigga first next fate felt head rescue stay blue cancun representin rome dippin time huh girl trunk across sittin uh self-esteem disrespect still plate ocean hit ta oww aye leap year write black motherfucka cash set goin meanwhile closet two faith confidence away uh-huh dude usembed louis everything love street deserve connect room special life exactly plane never bring mistake back straight play low-lows keep pool phone day cool man hustler jumpin true change lock space lo- home shit
A Man Who Was Gonna Die Young ; Eric Church;A Man Who Was Gonna Die Young by Eric Church.txt;sell push outlive heap young rage live turn chase surprise put share thirty hide run honey lot mirror gladly brown stick pedal saw baby half behind part call gray thunder head jesus hank junkyard lord fear around thing together always sharp hell metal bow past daisy wonder car slow tonight roll none goin die could morning current look remember chevy love fast crazy foreveryou mind finger piece smoke broken rusted-out leave river heavy cloud foot keep dream stuck intuition man change think hair
A Sky Full Of Stars ; Coldplay;A Sky Full Of Stars by Coldplay.txt;sky care oh-oh star tear saw light ooh-ooh-ooh apart path give oh-oh-oh full die heavenly heart dark ooh-ooh view arm think
About The Money ; TI;About The Money by TI.txt;heard doin even gator stuff sheesh damn extra pay yellow interested stone tip dip big bird neighborhood brick bye-gones corner card slime wife honcho behavior l.a standin turn ridin trap buy limp shoot ba-bow put shot send buddy use ship little hood shrimp slang bling max buck good london f line store hard bitch finna lettuce playin stop rag wastin rack catch addressin nah hold bankroll hardo smart real baby bronco pant ugk t.i.p bando talk way motherfucker dimps gettin bah brain nigga bank alley opener quiktrip next head feature ill loss slangin free woah hear sick track flood time murder best fishin bustin uh metal jewelry door disrespect stolen ever rich felony car niggas ayy quite hello niggaembed black roll money witcha watcha learn betcha woo goin listen could goddamn parvo ak n away thug grocery brr six bitty boom skrrt fly ringin reverend quick ho trill blowin crack smoke lip yuh shoe bruh bang guy never miss bring hey da hip back weed count mafia hustle pack full dough bail tonto respond convo watch may blow pocket gah day man giuseppe try think bye shit
