title;artist;filename;lyrics
(Every Time I Turn Around) Back In Love Again ; LTD;(Every Time I Turn Around) Back In Love Again by LTD.txt;right something doo-doo-doo-doo-doo alright move yes turn human put hard flow decide way every excuse friend discover emotion hear lover around time want help lose ever feel end look jones else love sometimes guess believe forever hey back seem satisfied many mixed feeling arm
(Love Is) Thicker Than Water ; Andy Gibb;(Love Is) Thicker Than Water by Andy Gibb.txt;crazy afterglow care find wander mind need la heaven daughter leave live thick silent end pray night high angel thought paradise dream cry drive mountain water thicker devil love dreamer
(Remember The Days Of The) Old Schoolyard ; Cat Stevens;(Remember The Days Of The) Old Schoolyard by Cat Stevens.txt;need warm simplicity tea yes imaginings use schoolyard lot queen god fade toast first though old youembed late king likeyou matter thing time lyricsremember inside smile dive still save sweet whichever childish learn place remember love lovey kind never face dream cry may day laugh
(Shes Just A) Fallen Angel ; Starz;(Shes Just A) Fallen Angel by Starz.txt;even em fool train scream bird wing fall whatever throw bit act pull give type order outta eye alone turn chase road hour cheap cause thrill beautiful white mayne got share little heathen angel ditch game date consider good line cine scar bitch drama pain suppose boyfriend pill map pair light bad blackberry cut taste talk way differently rate story call hang halo every dinner lust friend though confuse head new shit ill monster commit old truth plus stay late terminally severely start walk wrong patna find around reason diversion virgin thing time beau cheat sleep girl together want impossible help best sin chick kid ever focus belt feel body save bittersweet thigh kinda roll set please money .... pound clean draw end flock lie dumbfound could weekend a-holes blind reparation place look view interchange close tux figure everything love yet matching quick everyday couple destroy fond experience kind believe nice indulge avoid bare unemployed never guy miss leave bring hey wait school notch lay ignorance back cloud face seem high night another relation bliss medi- straight keep mister watch dream dirty dark phone spend tights horn cuz dress day rice man choose accord try feather trip think h treat
(Theme from) Charlies Angels ; Henry Mancini UNCERTAIN;(Theme from) Charlies Angels by Henry Mancini UNCERTAIN.txt;alive complicate apartment act pull baggage give inspire break eye pace alcoholic pessimism cleopatra put catty daily exhausted angel thought far hide good hard bitch ya linoleum mix hold sun work charlie vent baby flow walking mean till call daze humbled fun first fit art heart relationship youembed argue find steady time podium together uh spark lose marble second henny indifferent please bd lie listen design drive show shaky crazy intrusive open yell distract yea finish dangerous passion life different reverse often switch never miss wait magic opinion high nothing feeling author mad
(Your Love Has Lifted Me) Higher And Higher ; Rita Coolidge;(Your Love Has Lifted Me) Higher And Higher by Rita Coolidge.txt;soon glad side find lyricsyour ever forevermore liftin desire never downhearted finally lift ohh stand forevermoreyou depart friend face high wrap keep around world lovin million quench close man arm disappointment show love
(Youre My) Soul And Inspiration ; Donny;(Youre My) Soul And Inspiration by Donny.txt;least swear dear beg live mm-mm-mmyou tellin good wake ya baby much left inspiration heart walk reason girl cryin honey-you livin bear without please mm-mm-mm away lyricsgirl kill love laughin nothin never youre day soul
9999999 Tears ; Dickey Lee MISSING;9999999 Tears by Dickey Lee MISSING.txt;lee exist dickey song seem tear miss
A Place In The Sun ; Pablo Cruise;A Place In The Sun by Pablo Cruise.txt;need fnd turn last cause mood hearted gold price us sun holiday light work invite dont panning every joke heart blue lyricswell sight find time always sunyou everybody promise cuase everyone sightseeing tune two away place love everybodys sometimes everyday forever casue laugh lighthearted ou day afternoon
A Real Mother For Ya ; Johnny Guitar Watson;A Real Mother For Ya by Johnny Guitar Watson.txt;right pay milk disco strawberry throw sound cover music buy cheap cold good trouble run shake low mother ya price bike light real baby would higher new discover start lord crying downside tomorrow rent powder car rid yaembed lie listen dog two parent away look gallon lead dance hot face play dj gim home
After The Lovin ; Engelbert Humperdinck;After The Lovin by Engelbert Humperdinck.txt;brush sound eye yes music turn hope voice hmm anything hard song sun someone real much way new hear sleep explain want still word write youyou dry everything love yesterday thanks sing back face seem high cry lovin lyricsso trip hair
Aint Gonna Bump No More (with No Big Fat Woman) ; Joe Tex;Aint Gonna Bump No More (with No Big Fat Woman) by Joe Tex.txt;right disco ago dip big need move give break outta alone woman wore little date shake ha losin handle bump aint snatch sorry much people almost fat hand every gettin three weight seat head puttin lord rest find want folk somebody chick bustin leroy still word hit lighten feel tire bumpin wear two whopper knock tired tale flick dude slip knockin ho rarin groove hup hurt dance lip hmm-hmm ha-ha-ha leave ease hey hip night floor man self child ta think
Aint Nothing Like The Real Thing ; Donny;Aint Nothing Like The Real Thing by Donny.txt;glad read need move aware name shelter sound likeso voice game near aint reality real baby much half lyricsai call hang though stay memory hear thing fantasy together help inside feel quite frame whisper sweet saying ear picture place look realize groove pretend comfort mmmm back play nothing wall touch phone arm letter
All Strung Out On You ; John Travolta;All Strung Out On You by John Travolta.txt;rather star need someday lyricsi little nowhere good baby-baby pain catch baby way string thinkin strung find around trackin lose away trippin needle love hurt fallen enough never town keep
All The Kids On The Street ; The Hollywood Stars;All The Kids On The Street by The Hollywood Stars.txt;happy flame collide young music freedom world song lyricsall common heart new old truth land fire tragic hear start slide brand bind want kid nation word promise year everyone sweet lie wise street crazy wordsyou tear chance sing many dream beat advance true child change understand
All You Get From Love Is A Love Song ; Carpenters;All You Get From Love Is A Love Song by Carpenters.txt;eye music ship world wash nowhere song tide blame sun lyricslike light future heart old start heartyou shame although tomorrow best lose ever ocean drift write everyone lie blind sail away love fly tear seagull broken wait lay night breeze dirty rise
