title;artist;filename;lyrics
(Forever) Live And Die ; Orchestral Manoeuvres In The Dark;(Forever) Live And Die by Orchestral Manoeuvres In The Dark.txt;want always us near wish need forever feel never people live hey mistake seem die another could dieyou discover far cry old away look home
(How To Be A) Millionaire ; ABC;(How To Be A) Millionaire by ABC.txt;deal trillionaire secret blackjack maybe dealt millionaire ten give card lyricsi live buy twice hardly babe share consider nowhere loyalty franchise us someone surprising hand future dice compensate fun zillionaire fate truth roulette ugly afford luxury want large sir whisper click paradise liketell million drug life billionaire often mr. itembed opinion high build bidder think
(I Know) Im Losing You ; Uptown;(I Know) Im Losing You by Uptown.txt;right yall tip follow need give im uptown eye blige surprise last yo joy explode cause steel far drop good namsayin hard theres stop clearly limit bad baby much youve dont hand every loving ill thing time want kid worry recall without puff flip j. sure mary two look everything love piece ready remix limitembed capri bring freely boy completely satisfied upon touch day man think sacrifice
(You Gotta) Fight For Your Right (To Party!) ; Beastie Boys;(You Gotta) Fight For Your Right (To Party!) by Beastie Boys.txt;right salt-n-pepa feat cent big push kanye jump dogg club nate kurupt top east crooklyn clear low robbing-hoodz pain episode eminem o.p.p ugk westyou rap anthems kool fatman theory next twin jay-z fight pimpin naughty around scoop side m.o.p lil honorable without snoop juicy faithful mention ante house dre jones boyz fly nature throat beastie clan jim da party boy high b.i.g jon nothing notorious dj dr. ying dmx ta yang
25 Or 6 To 4 ; Chicago;25 Or 6 To 4 by Chicago.txt;sky something sleep five want room cross-legged twenty star splash fouryou light sit search wonder break flash give blindly eye much feel wait awake ought four deep face sink floor spinning stay searching day close six try space
A Different Corner ; George Michael;A Different Corner by George Michael.txt;knife maybe corner turn cause use little lonely forget pain stop scared care dare us cut would confused fear thing time lose promise year could close love tear life different magical swearyou never bring back knee breeze keep meet understand
A Good Heart ; Feargal Sharkey;A Good Heart by Feargal Sharkey.txt;gentle idea lyricsi foolish strike alone expert little worth heartembed good lasting anything hard lot price suppose blame real grow much painful behind story childhood every defend heart expectation truth hear start find time youth still fighter quite please learn end listen could look love soon hurt kind enough leave willing back face high seem mine dream may day boast true likeand risk think
A Kind Of Magic ; Queen;A Kind Of Magic by Queen.txt;time woo-hoo burn flame soon shaft secret mind inside door light mortal win eternity kind sanity a-ha-ha-ha-ha-ha goal rage year bell dawn way wait magic last golden thousand harmony seem dream challenge prize glance day hear man soul ring ha-ha show
A Little Bit Of Love (Is All It Takes) ; New Edition;A Little Bit Of Love (Is All It Takes) by New Edition.txt;right need maybe bit act little shine lonely quit hold baby way lovely wo thing time long girl want ever woo wept kindly love crazy pretend life believe never leave cry change laugh treat
A Love Bizarre ; Sheila E;A Love Bizarre by Sheila E.txt;stuff scream ow b strawberry whew c joy shin spine ivory doobie-doobie-doo skin bed swallow roof rough bizarreembed hoo find thing bizarre want sin pride tower word body kinda whisper two moon love kiss mind dance whispering outrageous never back flower build upon dream limousine wild
A Matter Of Trust ; Billy Joel;A Matter Of Trust by Billy Joel.txt;whole fool shut whatever aware break live afraid passionate cold hardly share world anything hard lot distance god trust betray us hold recover closer much situation three resistance proof heart truth fire king offer start walk wrong hear wo matter belief moment time burn long girl want always emotional lose sure end learn lie begin two faith away state ultimate doubt love happen sake mind believe adjust enough never leave trustembed four constant back face control battle another nothing upon remains may question choose must soul
A Trick Of The Night ; Bananarama;A Trick Of The Night by Bananarama.txt;sell even right fortune minute fall stranger apart eye disguise clean-cut little soulyou gold pave work trick cut decide would way story next wrong walk around burn long inside door smile wonder feel everywhere lie could danger darkness show love street sometimes hurt tear whatcha different bare-faced never hey lyricswhen style boy night wind question day must soul try change think laugh
Absolute Beginners ; David Bowie;Absolute Beginners by David Bowie.txt;heartache need nervous absolute eye mountain line shake hard song sane much succeed offer rest reason time long together hell beginner smile still ocean feel trueyou could absolutely sail film love open fly happen stake lay completely certain nothing true laugh
Addicted To Love ; Robert Palmer;Addicted To Love by Robert Palmer.txt;stuff oblivion eat teeth read need whoa immune loveembed run shake tight light addict left heart truth time sign sleep body save sweat deep close doubt love speed throat kiss mind different double grind enough face another one-track breathe mine beat crave think home
Aint Nothin Goin On But The Rent ; Gwen Guthrie;Aint Nothin Goin On But The Rent by Gwen Guthrie.txt;need somethin give cause security finance good rentembed mysterious lot wastin aint lookin way bill hand romance serious whose free time girl responsibility rent askin door word collector without sweet money sure goin empty look love fly j-o-b life nothin avoid unemployed hey boy silky nothing pocket leaf man
Alive & Kicking ; Simple Minds;Alive & Kicking by Simple Minds.txt;flame alive cup follow someday fall kickingyou turn share shine top crucial survive stop tide calm light mean till goodbye stay wrong thing burn inside second ever save lift sweet -i-i kick love lead crack storm final magic nothing dream touch feeling home
