title;artist;filename;lyrics
(Bringing Out) The Girl In Me ; Maxine Nightingale MISSING;(Bringing Out) The Girl In Me by Maxine Nightingale MISSING.txt;exist song girl maxine miss bring nightingale seem
(If Loving You Is Wrong) I Dont Want To Be Right ; Barbara Mandrell;(If Loving You Is Wrong) I Dont Want To Be Right by Barbara Mandrell.txt;rather right need fall give wife live alone little rightembed depend care hold disgrace lyricsif much people dont mean future friend loving wrong thing downright shame long sleep want best side somebody mama ever without try married gentleness likeam two deeply love else hunger daddy night knowing touch man child home
(Not Just) Knee Deep - Part 1 ; Funkadelic UNCERTAIN;(Not Just) Knee Deep - Part 1 by Funkadelic UNCERTAIN.txt;right b maybe number eye live strategize crime cold voice watersembed far yungwave care trust rain overdue dead calm vision real focused stress enable tv strange hundred resurrect amazing late surf king fight cutthroat stressed rapper best percolate youngin past continental aye black less peace none entertainment away close separate speed background page mind life struggle tragedy p believe interlude watching hot age revelation sinner night breeze sense normal tryna rise choose ta fry something pay cave fool eat accident killing give young stand embrace hate daily cause gate ballad forget scar stop spent hold work blood great red positivity free accolade fear grab complain attention sit word year insist perfect paint since deep lie fish look dude kill street crazy toll ready broken sinners/yungwave ease contemplate knee fuel many safe dream feeling fuck man par child try saint shit force need whether whatever maneuver cage hope put thought good ha spirit survive god stack inner le overrule light win baby half sober way part call journey nigga whoever heart head ride lose ever still feud tribulation motivate complete money pheasant killer cop til hop bless ground love traumatize sometimes ah path never leave reject lay full think gas big route trial type shark break name dirt yo angel wash accustomed game hard wreck finna pain slave blame fuckin us reality speak hand motherfucker lyricspart first next lately hungry prize everytime soldier find time long together uh mama kid horse car .. drift write prefer sweat listen house picture drink water fly starving summer winner enough curse haha face build dark day
(Our Love) Dont Throw It All Away ; Andy Gibb;(Our Love) Dont Throw It All Away by Andy Gibb.txt;happy even alive darling beg throw eye really alone woman world far lonely loveembed survive hold near shoulder light real flow talk dont raise lately wo reason thing tomorrow inside lose still feel without likedo die could away place lyricsmaybe darkness living love room believe leave losing back full high keep dream cry watch feeling true try change
(Sittin On) The Dock Of The Bay ; Sammy Hagar;(Sittin On) The Dock Of The Bay by Sammy Hagar.txt;something ten evenin live alone loneliness ship bone tide wastin sun baby people way fun felt san wo rest time dock sittin sit lyricssittin still roll mornin tire sail away look georgia everything guess nothin bay remain leave nothing watch bayyou francisco change home
(Wish I Could Fly Like) Superman ; The Kinks;(Wish I Could Fly Like) Superman by The Kinks.txt;even something cup alive stone weakling wish gas hanging big need news tea really strike tax thin put sneeze hate radio world insanity nearly drop chest good wake wreck mirror survive pigeon dead cigarette bad bed way bill weak ups bread toe stay swim start knobbly likesuperman nose press girl want rent lyricswoke save black surely clothes lorry nine shape could morning robbery away place look depressed fly mess superman violence dissatisfied switch hey oil knee cloud bend another touch blow phone man must supermanembed fell change
515 ; The Who;515 by The Who.txt;train news corner punching celibate he-man alone generation de woman frustration undone magically drag nowhere dig cologning care flow sorry hitching eau way grayly dreadfully brain war toe blood seat seductive m-m-my free quiet either hero holy girl apple inside sit bear birthday ecstatic lorry woo outside sadly usher water sniff show fifteen street raft quarry mind storm glittering scrumping bore shoe outrageous leave ballroom back upper sink tightly high-heel pretty downer slowly sexually home
99 ; Toto;99 by Toto.txt;happen long want blame hurt hold work likei apart la break feel quite never would anymore wait hand sure heart whoo-ooh keep youembed wrong think love
A Little Lovin (Keeps The Doctor Away) ; The Raes;A Little Lovin (Keeps The Doctor Away) by The Raes.txt;right snuggle chorusembed secret grin likei give lyricsi live embrace turn put little good uptight potion ooh-hoo-hoo every romance loving new stay quiet dime chorus tender time doctor best ah-ha artificial smile ever circulation slow feel body single wear could away drink pleasure love fine fly breath everyday dance repeat remedy never lotion style face night satisfied full nothing high upon fantastic keep mine medication lovin vitamin day true try
A Little More Love ; Olivia Newton-John;A Little More Love by Olivia Newton-John.txt;stop happy right goembed girl innocence word warmth web young eye bring way alone wait trap heat lyricsnight end lie foot little drag spell nowhere arm likegets depend home love
