title;artist;filename;lyrics
1994 ; Jason Aldean;1994 by Jason Aldean.txt;rocket truck clock train atmosphere whatever teach outta stand ridin put club use ship little radio tonk good john diffie joe color farmer mix third us real baby lookin shimmer goose tocks friend felt new old country green time girl sippin help mama pickup rock worry holler feel please attitude fifth favorite hop remember hip-hop honky comin tan c-o-u-n-t-r-y aka talkin never hey floatin boy machine town tick night boat deere man bust
22 ; Taylor Swift;22 by Taylor Swift.txt;deadline happy whole instead alright bet fall stranger news breakfast midnight heartbreak ditch lonely translationsespanolportugues forget eh-yeah crowded bad uh-uh hipster miserable way anyway fun confused next youembed free woah wo time sleep want exes best kid feel woah-oh tonight perfect end place look everything love ew scene oh-oh twenty-two taylor magical dance hey oh-oh-oh-oh night seem many keep dress cool swift ta
23 ; Mike WiLL Made-It;23 by Mike WiLL Made-It.txt;right em whole cup dryer stone tongue chopper need purple throw grey give stand live hooray turn rockin put club cause wannabe mhm wave thirty game swing miley bottle couch scar bitch lot joint tat check player mini us flight pair work athlete uh-uh trippy bi cha-ching hand call hang gettin skirt three release head lame stay ask free sick fresh naughty mc thing shame hammer waitress eardrummers side wolf flu hit ayy showin model beast smiley respect paramedic purp j house pro away drink trippin look kick hype hahahahahaha jordan sky fly hip-hop nature taylor dance never match jam back nope shade major night high foot many floor touch heh flavor blow fuck man try grape space home
A Case Of You ; James Wolpert;A Case Of You by James Wolpert.txt;case bar northern star darling live afraid twice voice lonely line performance bleed map light taste sketch would constantly part tv blood drawn stay blue time holy want box lose feetembed frighten still deed sweet surely painter draw paint could cartoon bitter drink darkness remember devil love prepare lyricsjust life pour screen mouth constant likeoh back face foot mine coaster touch toching meet canada man soul wine
A Light That Never Comes ; Linkin Park;A Light That Never Comes by Linkin Park.txt;right instead break young stand dawn chase hate comesembed good stop care catch rain nah hold shoulder sun light bed much fate head test strong fire king floodgate darkest shore press long mercy brace door less lie kill open reign pour never wait control night lightning dark spite day weight pressure
A Little Party Never Killed Nobody (All We Got) ; Fergie Q-Tip;A Little Party Never Killed Nobody (All We Got) by Fergie Q-Tip.txt;ah-ah-ah right glad ow maybe think apart give im hotsy-totsy master eye live hope rockin cause got little world paparazzo drop nobodyembed diamond hold speakeasy person baby moonlight people bee mean hand papa heart nobody underneath either find around thing time girl plan sit goonrock year sweet pic end goddamn drink breezy look realize keepin kill love fly room tear mind reputation believe dance ready never hot party knee boy stout night island mine keep fake man trip feather chit-chat bust
Acapella ; Karmin;Acapella by Karmin.txt;right em beanstalk pay tie bet fall falsetto solo -rella buy last wasnt put cinderella harmony use thought little game date bean gourmet gentleman honey buffet check stick didnt gluten-free boyfriend dutch saw aint bad baby ima talk dont lady tote mean every cant bread though first lucky acapella walk lover find time olive girl saucy want always trash mama smile whoa-oh-oh-oh-oh ever rich hit word -nother cash jack money perfect garden italy intention class suit oops yeahembed love crazy oh-oh-oh-oh-oh pretend finish guess believe nice never guy bring hey magic daddy oh-oh-oh-oh back key youre nevermind colgate another upon watch beat meet ta think
Accidental Racist ; Brad Paisley;Accidental Racist by Brad Paisley.txt;right pay wish march iron need dear rebel corner starbucks siftin rubble cover dodge yankee live really point misunderstood turn hope buy generation fix lincoln put white proud bygone hood world pick accidental chest good truthembed clear ol judge forget lot sag slave gold chain firewood catch blame skin e. re-write someone reconstruction real mile baby eggshell pant lookin hundred-fifty would django mean call mason-dixon frankly t-shirt red thinkin lately new relationship skynyrd free fight start walk history guilty son southern main wo fan thing somehow elephant long durag want folk pride livin nation still past bunch feel quite year black tryin lee south learn somewhere could begin thank invisible racist fangled place view dry rip everything book else love worm room comin tear sherman building piece yesterday guess caught shoe never leave mr. wait mistake fixin hat flag dixieland beer conversate air southland abraham cowboy robert man try ta think understand
Act Right ; Yo Gotti;Act Right by Yo Gotti.txt;sell right kilo west damn pay issue yg so-so chopper replay coast bet think need throw act freak give break ten name pull young rooster live ridin to-go fendi last club hate window violate ghost gotti top thats ex game quarter problem city record mac run cuban bottle store bitch mother creole playin fold chain ya pippen thang gold trust stickin p.o g pair foreign bad real neck lookin talk dont gang motherfucker hangin uzi hundred nigga bank first thinkin n.o michael lame free link hear start rest ride reason pistol thing whip want help dope step door bow hit car niggas belt ta deaf lamborghini cash money peace nine goin listen two stave boosie dre trippin look clip million fiend jordan everything devil silk street boom fly weigh zero ho life pas piece chicken bay shoe bang aventador talkin never leave cohort school dollar rari back boy trinidad fifty night straight yay coco high rat floor dj dirty safe hoe scale blow tryna day fuck man change pissed shit
Adore You ; Miley Cyrus;Adore You by Miley Cyrus.txt;scared army holy god oh-oh near lead life need eternity exactly wonder baby feel matrimony stand live men hey mean boy lie ooh-oh listen weapon next could cry youembed adore start hear arm love
Adorn ; Miguel;Adorn by Miguel.txt;whole star grin freak break protect eye put babe world good f us skin baby taste sugar would way lady adorn every friend art fist nobody youembed time always uh ever please look ahh love sky mind different na-nah-now lip never le-le-le-let hey wait dealer affect night neglect ooh-ooh adore chic dress try ta
Aint Worried About Nothin ; French Montana;Aint Worried About Nothin by French Montana.txt;coupe whole round shakin trial nana break really ridin nina window owe strap hood boot east max bitch front sk castle thang nah aint work bad half mean nada scope hand nigga gun team empire ride beam lose worry car niggas feel haaan money molly mott ak two million love comin hurt blowin smoke nothin hill haan tremont untouchable automatic worried aquafina montana rob dream touch hk mothafuckin fuck try
Alive ; Krewella;Alive by Krewella.txt;even right alive deny eye finally live anymore alone chase last zone far shin worth pain gold light laughter hang every fate heart matter find moment inside second feel die blind faster away frozen uncontrolled crazy open brake life dance forever fleeting wait night sink keep mine regret dream beat feeling day meet soul think home
All Around The World ; Justin Bieber;All Around The World by Justin Bieber.txt;doin right pay star act surface give dynamic hate beautiful world shine worth okay anything us sun light work win jb baby people luda every explosive shy revolve holdin find around time girl world-world-worldembed want lose reflect second everyone please perfect end scratch moon world-world-world everything show beauty love crazy deserve imperfectly life different reverse itchin never bring back control battle dj duo may change think
All Gold Everything ; Trinidad James;All Gold Everything by Trinidad James.txt;og chesire james give sound buy woman white fuck-niggas hood shirt city okay ring bitch gold chain god lenox trust song pop mid skin light bad real hipster pass talk behind sock nigga spelman fuck-nigga popular bridge strong hypebeasts shout wo stuntin always pussy mama onyx cash money molly woo goddamn two n shop unless freshman poppin six jordan snitch everything franklins love fly asian sweatin summer watchembed believe nothin shoe instagram match magic blessing back boy count high straight checklist hat public hoe keep watch dark fuck ta smokin colleges shit
All I Want For Christmas Is You ; Mariah Carey;All I Want For Christmas Is You by Mariah Carey.txt;happy even list right wish need christmas sound translationsespanolturkcedeutschfrancaisall stand really tree send present shin ring tight lot care nick hold light baby laughter stock much hang fireplace stay underneath ask hear wo thing want door ever pole tonight bell brightly everyone please toy everywhere could outside click north snow fill reindeer ah bring wait awake magic sing upon keep air day mistletoe santa true saint claus sleigh
All Kinds Of Kinds ; Miranda Lambert;All Kinds Of Kinds by Miranda Lambert.txt;bar star big break number stand point dab human joy concoct league world top ilsa cannonball mirror pinch guitar tattooed suppress horatio smoky spin ritalin lady congressman tent clown friday appetite wedding test old geometry linger find elephant sign trash dog-faced everybody oddity family ever past thomas howl since wear scratch population closet look slip thomasina show yeahembed love hitch finger toss kind phyllis barker arrive wait ignorance skeleton boy full night play bush acrobat pharmacist keep cry fiddle dress sideshow fell beginning child think
All Me ; Drake;All Me by Drake.txt;right issue bout legalized drive-thru nervous really road woman dancer crime ring judge check trust bad real stress much benz-full dont guide retro stay old late king walk girl caption motherfucking want rent side everybody rich closed pic keith learn goddamn kush sail everythingeverything room loan mind glee sex tru givenchy age table ta even arrest pay complicate eat shut zip fame wish mercedes-benz last later window league ship shine thats problem chest wake line section forget diamond ball pinky work sexy lady doembed great damon new ill free randy complain always hit year roll please perfect paint lie dog babysit look season crazy yet plead sale sh guess different quarantine wayans waste play many fuck man true saint understand shit probably condo gentle need whatever push bit pull im ticket turn homie buy use shirt worth good okay god light baby dick people half way dinner nigga fork note toronto sauce help somebody broad box metal due still lil niggas cash money end wear j detector jail fifth chainz bless everything love fashion sometimes ho simple wont ah never leave split condom hoe floor wind advance think heard damn whole swear big fall teach type game cost manner alert mental hard bitch lot finna us skin sorry talk motherfucker excuse bigging next chests ask truth start hear eight cottonelle load thing time office step muhfucka car sweat nine listen drink million breath translationsenglishportuguesenglishall smoke forever enough switch bullet-proof daddy back hat keep watch clutch touch dress
All Of Me ; John Legend;All Of Me by John Legend.txt;even alright give card beautiful singing world mood ring hard stop smart win bad pin would distraction every though head heart spinning rhythm blue ride around translationsespanolportuguesall time dizzy lose hit curve kidding without imperfection perfect draw end goin begin oh-ohembed water kick show love fine downfall crazy risk oh-oh mind magical mouth many breathe muse cry beat edge table mystery
All Over The Road ; Easton Corbin;All Over The Road by Easton Corbin.txt;even right something easy bit peek outta ticket road little radio line hard wreck suppose concentrate neck sorry hand left wheel thing girl best sir help mercy roadyou whisper sweet roll ear drink drive fine fast mess lip laugh hot knee control play beer keep mister pretty try home understand
All That Matters ; Justin Bieber;All That Matters by Justin Bieber.txt;meembed right whole bar star gas need babe shine wake bottom lot queen distance reply next head heart nobody stay existence team king eight lover matter wo time long sleep girl text side significant worry grateful hit car feel without complete please faithful presence sure morning meanwhile bias drive whenever else sky oh-oh life believe miss awake blessing back night phone daylight think
All The Way Home ; Tamar Braxton;All The Way Home by Tamar Braxton.txt;even something stuff right damn fool instead scream minute neighbor need move deny give break alone turn road cause radio little low distance calm real baby way cant anyway head stay late fight along hear block ride reason around time long hell car slow drive tearin love fast bother speed different leave hey shoulda wait curse back key homeembed control night keep phone think home
Almost Is Never Enough ; Ariana Grande;Almost Is Never Enough by Ariana Grande.txt;right overnight maybe apart deny give stand later world sooner blame baby much almost would way huh-huh goodbye heyembed truth thing time want wonder everyone translationsenglishportuguesfrancaisalmost lie could two close show love deserve life chance enough never hey feeling arm try change
Alone Together ; Fall Out Boy;Alone Together by Fall Out Boy.txt;scream funny deck break young troubled alone anymore road cause beautiful top wake i-i- check dead cut invite young-yo-yo-young next heart stay start track jet endembed together tomorrow uh lose door maniac uh-oh feel fault tonight end could outside ruin love private room pretend stallion forever lung back high play soul think home
American Girl ; Bonnie McKee;American Girl by Bonnie McKee.txt;vending star need whoa buy put bright curb world shine anything lot competition baby sorry talk would way hand ignition every gettin blood raise heart new free country whoa-oh-oh girl plan always alcohol sit parkin body takin dominate listen movin drinking mommy american everything show love television everyday negotiate ready never hot party key machine girlembed night keep dream mixed slurpees ayo lovin day man fell
