title;artist;filename;lyrics
(Keep Feeling) Fascination ; The Human League;(Keep Feeling) Fascination by The Human League.txt;onembed need move rearrange familiar advice turn little good forming study hold sun way story friend meaning new old strong truth fact conversation time burn fantasy plan best fascination learn direction look love plain passion leave mislay seem play decision many keep connection unheeded may feeling day change
(shes) Sexy  17 ; Stray Cats;(shes) Sexy  17 by Stray Cats.txt;early whole lyricshey cent obscene teach bit corner act jump sound number neither ticket music turn rockin babe little world band dig shake queen care wild sexy cut baby real much friday jimmy wo-oh seat start daddio history walk hear track around girl readin writin rock sit kid still feel year mineembed roll jack learn goin listen n class railroad street johnny twenty-five nothin school likeoh dollar style back shes night play foot beer mine beat meet marie man ta teacher eddie steam understand
(You Can Still) Rock In America ; Night Ranger;(You Can Still) Rock In America by Night Ranger.txt;move sound music turn last dancer put ok little wake record sister americaembed driver shake tiny light lyricslittle brother squeak head likeyou sixteen burn door rock second still tonight roll sweet tire clean goin loud drivin everything show fast ah ready daddy getaway party machine night floor america
(youre So Square) Ba; I Dont Care by Joni Mitchell;(youre So Square) Baby I Dont Care by Joni Mitchell.txt;care long want darling hold kiss step sit guess love dance nice baby wonder talk dont way sweet flip hand movie party park toot youre diner night sleazy heart new greasy nobody square strong dark band show else
1999 ; Prince;1999 by Prince.txt;rather even right swear alright sue purple outta last lion destruction wake run stop ya care a-ringin song shh us astray lem work baby people zero-zero mean judgement dreamin roar fun war fight wo around time want mama everybody door worry nation body tonight write tryin woo everywhere die could listen morning telephone two mommy away oops ground fast sky bother happen knockin hurt prepare mind life singin ah dance ready forgive sing party revelation bomb runnin pocket day ta
99 Luftballons ; Nena;99 Luftballons by Nena.txt;kommt gedacht liegen dabei das haben ufos auf au dem jahre zu sowas wenn wer wollten weg wegen hielten denk gerafft lieen gibt heute keine lass benzinkanister denkst trummern schoss e sich witterten dort hinterher zeit jeder sieger ein gefunden ihrem fette war grad fliegenembed fliegerstaffel angemacht dich du hast luftballon mich alarm auch dusenflieger general kriegsminister zieh macht darum dann nichts hab einmal seh hatte lie die geben hielt gab beute fur vielleicht schlaue mann fuhlten nicht schon luftballons platz krieger weit welt captain ich groes und nur groer schickte translationsenglish da leute runden meine singe feuerwerk von krieg ihn kirk streichholz etwas keinen mehr gleich horizont man zum nachbarn riefen
A Little Good News ; Anne Murray;A Little Good News by Anne Murray.txt;whole bet need senator news whoa stand county paper vain gumbel shot use little world good band store low care third bad assassinate today much talk part fair story anger squawk local nobody policy old fire hear find burn lebanon somebody everybody kid rubber single roll sure clean learn die could morning liquor anchorman todayembed sad fighting show hostage love street usa bryant steal print plane headline economy ireland town play nothing rob build evening air child change home
A Million Miles Away ; The Plimsouls;A Million Miles Away by The Plimsouls.txt;shut eye use radio world hold mile today downtown hand friday driftin stay start wrong ride around reason past fallin tryin end movin empty away place million look todayembed realize street different leave bring back face night play nothing dream glass think
A Penny For Your Thoughts ; Tavares;A Penny For Your Thoughts by Tavares.txt;swear walkin easy penny eye stand usin use ship thought game ball leavin feelin baby people talk behind would hand crystal though confuse thinkin holdin dime girl help nickel darn away love soon kiss mind steal guessing hey thoughts gaze face another mine
Affair Of The Heart ; Rick Springfield;Affair Of The Heart by Rick Springfield.txt;teeth likeand eye passionate little heartembed good shake seize skin light much almost way hand every amaze red head heart hungry emotion eager fire thing burn want shudder still please skill consummate deep blind faith look love affair mercury pulse believe physical hey mouth ought key control night play sink mine touch power controller lyricsheart rise smell try think
Africa ; Toto;Africa by Toto.txt;company right cure star wing forgotten turn ancient drag solitary lot stop africa rain flight wild hadembed grow men way moonlit guide hundred kilimanjaro old quiet translationsitalianoafrica along serengeti hear conversation find seek thing time become inside reflect ever frighten word olympus tonight whisper sure deep could dog towards away echo hop bless melody drum salvation never wait boy night nothing restless longing cry rise man must hurry
After I Cry Tonight ; Lanier;After I Cry Tonight by Lanier.txt;doin right minimap parade twitch jump eye really strike pray lanternsembed hide buff feed v belongs much wide behind would flee though chat stay strong fight walk press level side past turtle except begin away close fast already finger believe nike float enemy battle charge minion bonus lyricsthis shut lantern hurdle teammate cause shine wake squeal identity cuban scar stop work boar damage ganked ganking snooze gordon blood red ill blue gun careful sleep inside focus hit likedo please sayin jax could crawl runner look mmo kill punk show finish vein shoe screen ready bring wait seem nothing dream cry may arrows try force lamp suggest grandmaster need bit master dodge turn tax buy put use little coward good run expunge grass stack map light win physic decide way every team qq sight dive base still tower slow set end ninja op ward score springing spree bruise jordan swinging open hiding prepare lead training kind leave sewer full pink align lane fake spray think swear feat scream melt big debilitate send poison lamppost pick game attack hard sprint bitch melee gold rag nitzan flight sun crimson spin sorry counter-strike three fun reach first next frock hear wo nuke find time kid toxin empower leap senseless tonight foreplay two ultimate fill swell range ult forward building enough queue goku turret losing back high stun build rat keep watch beat day
After The Fall ; Journey;After The Fall by Journey.txt;right heartache fall headstrong maaan caress send far heaaaart prisoner stop hold work much mean caaan call working knew heart late find time somehow long want best valentine word sweet .... tenderness love staaart enough never miss leave ohh hey wait sinner straight stubborn man saint
Aint Nobody ; Chaka Khan;Aint Nobody by Chaka Khan.txt;heard happy star wish need warm give eye hope surprise last put freedom flyin lonely good ya surrender song hold aint someone real would way effortlessly measure first next felt heart nobody youembed around tender thing time long want feel resist charm sweet deep waitin could close fill stare treasure love happen capture kiss believe forever naturally bring wait night upon dream feeling must arm
All I Need To Know ; Bette Midler;All I Need To Know by Bette Midler.txt;need someday eye beaten clearly hold likein near much inspiration heart truth matter find long ever still climb feel year battered knowembed look view answer love sometimes salvation life never face many dream may question lyricslook soul
All My Life ; Kenny Rogers;All My Life by Kenny Rogers.txt;shore time moment care always find life lyricsare farther distant never tonight way hand sure somewhere another could heart lifeembed touch good place lifetime likeand love
All Night Long (All Night) ; Lionel Richie;All Night Long (All Night) by Lionel Richie.txt;liming parti throw yes music de tam good trouble ya song fiesta work karamu people way roof romance friend fun raise heart rhythm jambali along start jambo time join long everybody lose sit merry-go-round li feel everyone sweet away street life dance forever sing party jam moi control night play foot meet bo soul wild
All Right ; Christopher Cross;All Right by Christopher Cross.txt;right give eye lyricsi really tough cause little pick hard us work helpless people behind way unsure late hear find reason thing time oooh past feel timeembed look kick love fine sometimes hurt mind different leave likeit seem another nothing true try think
All The Right Moves ; Jennifer WarnesChris Thompson;All The Right Moves by Jennifer WarnesChris Thompson.txt;right beyond carve move break lyricsi alone world care givin us loseembed way mean lucky ask swim wo thing lose due promise paradise look hop show street fly intend chance wait anyone face town sink small likeand
All This Love ; Debarge;All This Love by Debarge.txt;darling need convincing give owembed sound really put problem sun baby pass sugar much half way every strong offer hear wo hoo find time solve inside wonder feel please sure learn could place answer love sky hurt ah chance wait dearly seem day
All Those Lies ; Glenn Frey;All Those Lies by Glenn Frey.txt;shakin need somethin eye lyricsi hope cold tellin little lonely wake run forget care dare shorty us bad someone baby much people situation behind would story fun late wheel hear thing want help motion smile word spreadin single jack sweat lie goin sayin reputationembed listen ruin look sad remember else love comin pretender reputation believe kind anyone haunt back certain town straight breathe dirty feeling likethere
All Time High ; Rita Coolidge;All Time High by Rita Coolidge.txt;realise funny move fall hour world tight hold flight win waking much distraction highembed heart strong find thing time moment sleep want always word sweet deep lie intention begin two look love kind waste high true change
All Touch ; Rough Trade;All Touch by Rough Trade.txt;tense knife smile likei push hit cocktail eye never lyricsi stab body final fragment hand razor splinter cold back face voice rim slap glass fact away touch challenge attack hop conversation blade react hard contactembed contact
Allentown ; Billy Joel;Allentown by Billy Joel.txt;least something allentown coke iron throw teach coal give stand live really shot steel allentownyou world far good line hard mother father us work real today people way hand hang every war stay ask old fight chromium wo find form shore time graduation help second slow promise bethlehem weekend crawl uso pennsylvania away place close union fill ground american jersey kill happen behave dance factory never wait restlessness face flag keep wall spend pretty meet man child teacher
Allergies ; Paul Simon;Allergies by Paul Simon.txt;disaster something eat need give break stand woman famous guitar allergic intercedes skin dust disgrace people hand string grain head bodily heart local ask wo malady burn sleep doctor uh still physician body hotel ache please shape living show love melody open finger often remedy repeat remain never allergy face breathe touch question allergiesembed change
Allies ; Heart;Allies by Heart.txt;right flame need shelter confusion pace live troubled likewe turn cause voice world line hard spirit care rain keeper us feelin much behind way hand call every guide lyricsin heart hear wrong fear reason time born search still choice set draw somewhere alliesembed blind faith darkness answer ally page tear survivor struggle believe homeland remain justify halfway odds border leave back straight cry wall meet anywhere true
Almost Over You ; Sheena Easton;Almost Over You by Sheena Easton.txt;heard easy round maybe apart lyricsi cold shattered shake forget wound saw today almost friend heart likewhen old ask youembed blue around time although heals quite paint misery show soon tear disappear forever leave forgive sly back town seem full nothing dream try
Always ; Firefall;Always by Firefall.txt;far lifeembed line hard endless distance fade us much sendin every hangin thinkin memory likeyou lyricshow time long girl want always sit smile without end listen begin away season hop everything love fine everyday life never sing face night dream touch day ta think
Always Something There To Remind Me ; Naked Eyes;Always Something There To Remind Me by Naked Eyes.txt;meembed something fall remind use share city forget tight hold pass reminds would part shadow every oh-woah-oh felt free along walk find tender girl always help step bear recall sweet place love street kiss dance cafe never miss back night small
