title;artist;filename;lyrics
(I Hate) Everything About You ; Three Days Grace;(I Hate) Everything About You by Three Days Grace.txt;time yet stop translationsturkcei scream roommate still hit miss sigh awake every hate lie keep feeling everything think love
(Reach Up For The) Sunrise ; Duran Duran;(Reach Up For The) Sunrise by Duran Duran.txt;something alive big young music turn put planet lifeyou enter ball us light mean hand reach though new moment time burn together bear feel end sunrise darkness everything sky life bring fireball night seem dream watch touch day change
(Theres Gotta Be) More To Life ; Stacie Orrico;(Theres Gotta Be) More To Life by Stacie Orrico.txt;something chase lifeembed satisfy deprived every thinkin next thing time moment want always inside door search feel sure empty trippin oh-oh life waste halfway miss wait onto high must temporary slowly ta
1 2 Step ; Ciara;1 2 Step by Ciara.txt;jazze right stuff phizzle eat flaunt jump young supersonic number yes rockin top swing chart drop chest strut shake gentleman ha lot stop ya mignon work hearing flow wee way lady fun great jello woah start hear fresh retarded matter pha grab best somebody uh hypnotic everybody step productionembed rock ever slow body hello roll flip whichever sophisticated impair funky since woo missy princess filet ciara papi uh-huh melodic love crank dance nice believe contagious outrageous hey automatic mr. goodies productshizzle yup party boy control foot nothing floor dj beat day crave
100 Years ; Five For Fighting;100 Years by Five For Fighting.txt;right crisis star who-who-who wish mar move ten eye live forty-five chase buy babe ooh-who-who good within sun suddenly half way every hundred head new fire sixty-seven sea moment time blink thirty-three lose kid ever still family liveembed feel year wise die morning fifteen twenty twenty-two mind life caught never hey back count high another dream ooh-ooh day ninety-nine choose man
1985 ; Bowling For Soup;1985 by Bowling For Soup.txt;even yellow wham alright star think big whatever actor breakfast music turn limp member club sitcom radio hood game elmo line shake made stop uncool skin reality crue bruce bizkit ozzy husband way tv hand debbie every suv actress mtv fire fan time average plan become door nirvana kid rock duran still mini-skirt hit car motley halen van classic please since u two cpa look whitesnake blondie show happen life springsteen never guy bring snake school enemy madonna sing back twenty-four pink high hat prozac nothing dream wall pretty day man saint preoccupy
8th World Wonder ; Kimberley Locke;8th World Wonder by Kimberley Locke.txt;early somethin world wash eighth nowhere th wake rising rain week baby way thunder amazing coffee wrong seven always wonder hit feel deep morning away slip water realize doubt everything yeahembed love crazy oh-oh comin kiss summer guess believe never hey night day makin fell think
99 Problems ; JAY-Z;99 Problems by JAY-Z.txt;case heard right law arrest something em whole stupid fool bar riff-raff ago minute z need push celebrate bit pull type give young paper chase road trap paparazzis put cause pray use mag gat hood radio ad weapon problem dumb little mil critic low bitch lot mirror saccharine stop rag steppin rearview hold jay pedal smart motorbike bad real carry grow yappin boyembed pass rap half talk would advertiser nigga translation bounce reader ignore legit fact plus gun fight havin bein foes son wo beef lord around cameras zapatos press time thing long girl trunk lawyer motherfuckin side sir license sharp somebody pussy shaft step illegally search rich hit choice car snappin feel fucker patrol closed black year scratchin cash glove african money tryin sure sweet raw goddamn two loud hole registration bust look warrant fruit perform show devil love fast happen crazy kit-kat important ho jake strong-arm system kiss intelligence mind forward guess nothin captain enough asshole harassin compartment dollar back tack boy hat play dough casket upon bail hoe floor rick sense fuck highway fiends try grape lock d.a k understand shit
Accidentally In Love ; Counting Crows;Accidentally In Love by Counting Crows.txt;cure lightnin ice follow strawberry maybe move jump alone turn accidentally little world problem loveembed line tight stop sunlight surrender never-ever-ender light spin baby closer much cream mean shimmer brighter every ignore blue hear around time long meltin uh everybody inside settle spring belt feel whisper snowball faster love sky escape nothin never ohh face high upon runnin think
All Falls Down ; Kanye West;All Falls Down by Kanye West.txt;doin right least even coupe pay jacob issue idea syleena funny need pashas fall peer act name southside daughter cover stand really paper admit road buy hurr precious freedom hate white cause tellin past-due shirt shine acre problem pick buck drop dealin store ring low benz lot diamond insecurr concept care ballers shorty us pair chi-town real baby cut addict carurr ourself people way bill college call hundred three nigga stoop retail first degrade new stay team rollies wo afford ugly translationsespanolportuguesall thing holy long pronounce want always uh self-esteem inside terrific crackhead eve livin still rich car belt promise without ballerific save black single set money clothes clean park could jail house parent westside drive sophomore grocery look self-conscious police jordan american show love crazy hollerin couple alexis drug pas crack life yurrs female believe wealth specific enough school dealer four daddy floss party back major seem high securr weave nothing treat safe dream thou watch air pushin spend tryna pretty ver-say-see man fuck spendin pressure hair
Alone ; Lasgo;Alone by Lasgo.txt;even eye stand alone stop care baby today would friend wrong side feel without youyou close show love life chance never leave thinking nothing keep dark feeling must change think
American Idiot ; Green Day;American Idiot by Green Day.txt;follow maybe sound paranoia okay redneck part mean hysteria call new alienation along argue hear medium welcome want tomorrow across propaganda everybody nation subliminal argueyou idiot faggot tension american everything television mind-fuck kind enough sing age agenda control translationsfrancaisamerican information dream america
American Soldier ; Toby Keith;American Soldier by Toby Keith.txt;early right liberty pay solid bet monday daughter duty stand freedom cause bright boot good cost sister line soldieryou mother front father price work holiday real bill call future brother growl anyway raise head strong ask free soldier sick lover son matter proudly provide steady long sleep responsibility want always cross wolf door still bear core tonight everyone money peace die weekend honor suit american everything beside sometimes success ready hey business jeopardy count night straight glory dress true try pressure sacrifice
Another Postcard (Chimps) ; Barenaked Ladies;Another Postcard (Chimps) by Barenaked Ladies.txt;even shave funny wish follow maybe move irate vine finally hutch alone album chimps bath daily send depraved thats swing swimsuit chimpanzee chain stack dutch a-womens pair trail shuffle anonymously gang underwear every great though imagine monkey-sender wo matter find jackboot british burn admirer sleep somebody lose sit likeanother birthday rubber amsterdam black money monkey goth could address look lyricsevery fill love version mustang cat mind stationary starsky guess fishing repeat chimp mail devoid never leave overseas a-working night pack another many hard-hats postcard mine keep dress fuck monkey-fight think home hair
Are You Gonna Be My Girl ; Jet;Are You Gonna Be My Girl by Jet.txt;need big really boot honey brown ya much hand get-back three long girl five uh black sweet money could two away look six kick stare fine four face another mine man home hair
Away From Me ; Puddle Of Mudd;Away From Me by Puddle Of Mudd.txt;meembed knife maybe push afraid put bone bottle rain someone taste way drown stay wo find thing always help somebody lyricsyeah lose sit ever lie misery could strand closet away look else leave back full pool day fuck change think
Away From The Sun ; 3 Doors Down;Away From The Sun by 3 Doors Down.txt;world shin far color care sun light way find lift tire away place living life miss leave anyone back nothing sense dark feeling arm
Awful Beautiful Life ; Darryl Worley;Awful Beautiful Life by Darryl Worley.txt;early poor stupid sermon sunday read big aware throw wife live really turn beautiful rollercoaster little laid game drag lifeembed wake drank tight mother hold bed today throught almost wide church talk way brother dinner joke ups friend first head michael shed along tragic fight soldier lord ride hymn want iraq sin sit smile family sang wonder cousin save cook year kinda please pounding die could morning awful prayer kill love crazy sometimes tear sorta life never miss worried awake magic forgive back night steak butt beer watch may meet day try think home
Ba; Boy by Beyonce;Baby Boy by Beyonce.txt;right damn deal alright weh b follow basement need deh dat deny dem give type corner eye live really sean yes paul music woman yo wrap tellin ship little dis dancin world angel top buck drop good introvert dig run certified stop ya ting nah us certify gyaldem sun real baby way every mek mi fantasize policy stay fight hear di sea wo ride slide time quality long girl fantasy together become uh step rock fi word feel without year everyone seh apology tuffest paradise damplified shop picture drive slip close ahh dancefloor love fine fulfill fly quick everyday wi hurt mind ah yuh ready leave conceive itembed hot nuh waan da sing party inna boy town night beyonce breathe dream cry gim mine dark feeling dutty day stride odda man hotter true likkle think
