title;artist;filename;lyrics
(If Youre Wondering If I Want You To) I Want You To ; Weezer;(If Youre Wondering If I Want You To) I Want You To by Weezer.txt;right even stupid eat swear meatloaf move eye buy fix cause use shin dig meat ring pain stop nightembed didnt us lake youll saw light aint smear much dont way tv story chickadee t-shirt though defeat next fit heart ill blue gun free team titanic conversation rest slayer girl want folk best ever lifeguard wonder without cook charm archery weve moon look sad mom bb scene dad summer mascara leave silent face youre night foot nothing watch may pool day meet true home
(Ive Had) The Time Of My Life ; Glee Cast;(Ive Had) The Time Of My Life by Glee Cast.txt;something swear writing eye finally stand yes afraid disguise cause owe lifeembed yeah-ah saw someone baby way hand every felt new stay truth woah find thing time long fantasy want ive lose door search ever body tonight direction urgency could til secretly remember love open woah-oh-oh-woah mind passion life magical enough never hey wait control seem wall soul understand
143 ; Bobby Brackins UNCERTAIN;143 by Bobby Brackins UNCERTAIN.txt;stomp industry boss eat alright idea exchange chopper tongue minute firin big mobbin young stand live wet goldmine translationsromanizationit dmt underwater homie briefcase shibuya abroad yo put fuck-niggas window camo vacation duck phonk thirty little zombie top tar rep crane hide good wake medley run nine bow-bow-bow-bow speech hard sand bitch mother finna father god trust catch desert song us g swamp near shoulder blonde phenomenon real cut rap talk meowth speak way mudhole rambo hand hang motherfucker heat hum nigga bank three lungs ape pea exchanging head land confide king sick walk fear ride find around glocks grab virgin middleman thing encumbered long motherfucking explain squad five ive side broad leg low-key mama everybody pussy bow lullaby henny ap fe-fi-fo niggas bear ayy please whale dmz keith peace learn killer none ninja since lie goin pod landmine die movin currency goddamn robbery tint house loud lizard fifth marketing drink look homicide badman devil ninjas fly open asian everyday drum mob offering hunnid couple seein orca life smoke dance hollow fredo waste remix never reside bass hey mouth onto plant pa-rum-pum-pum-pum sing enemy lung key boy weed turnt full ichabod foot straight dream cry gim watch cunt fluid blow advance fuck man pump spray k sacrifice shit
1901 ; Phoenix;1901 by Phoenix.txt;complicate easy girlfriend idea minute need miracle fall last present material anything fold elliptical moving would way call future anyway stay ask matter long second past tower drift lie could pattern away overrate twenty summer different sort hey itembed count build watch think
2012 (It Aint The End) ; Jay Sean;2012 (It Aint The End) by Jay Sean.txt;right whole fool deal curl easy alright a-riot follow eternally rebel act young stand live sean anymore turn hour last rockin yo white minaj world top weezy london bottle anything oh-yeah hard forget lot pop pill jay fruity aint work metaphor doc real flow bill spinnin riot every inundate new aroundembed middle free late wheel start sick history -- nicki matter time rapper long always mash uh lil cocktail feel tonight closed cash money end wink could simile drink til poppin street york survivor mind building life believe never ohh hey japan hot cartwheel party pink edits keep day try ta
25 To Life ; Eminem;25 To Life by Eminem.txt;list right even addictive changin eat totally backwards in-depth funny maybe need move loyal act give serve stand dirt paper chase demand divorce worthy freedom planet owe climbin lifeembed good run famous forget bitch spirit drama spit pain stick fold appreciate treatin perfectness catch addiction fuckin hold understand leavin work sickness someone expect stress addict moonlight sorry much half rap people way speak mean till baggy vindictive left helplessness friend though felt heart shit relationship stay free late command longer hear sick walk wo staircase time girl selfish snap always best side ridiculous askin step ever still devote chew feel bos fee tonight abyss faithful rush respect set less sweat end draw die marry goddamn outside repay away place look jealous hop bless evil else deserve yet mess breath sentence special comin already mind life guess grant imprison twenty-five caught nothin waste favor enough miss laugh leave screamin unfortunate lay curse hip back woulda control bend weep straight neglect treat many keep cry spend dress man fell fuck think sacrifice
3 ; Britney Spears;3 by Britney Spears.txt;company alright name paul triple babe pick game merry degree innocent twister catch one-eighty eighty-degrees way three fun new team thing sin everybody charm mary two living love counting meant peter p harm extreme four count night play nothing floor
4 Minutes ; Glee Cast;4 Minutes by Glee Cast.txt;right least bout minute need move kurt give afraid road world pick good handle pave hummel real tockembed way hesitating grab time sign girl want somebody uh hell word stroll slow feel save tonight roll die intention imma show speed sometimes room already waste enough ready tock hey wait hot madonna boy tick intervention keep must ta think
4 My Town (Play Ball) ; Birdman;4 My Town (Play Ball) by Birdman.txt;case damn em flame yall swear cup bout marc jacob pay martin familia star tunechi ice gas lyrical purple big im rooftop young sound stand opus spade trigger ridin woman movie flyin white plod little shine shin gown game drinker run okay cj february hard bitch mud handle plug brown diamond twister ya stick priceless ball fade janitor camera us smart pastor cap miwacles baby flow easily pass behind way lady huddle wha-what every hundred analyst car-poolers nigga weight blood next new middle fact pearl stay old team dro blister kerney start hear size frank pimpin either ride around grab whisker thing script sign girl drizzy dope repping rock cartier smile playboy car thomas influence graduate feel black smoker cash flip glove money fucking pine peace none sayin could mula ak two class mastermind favorite superstar picture hail stunna kush gibson snow stupid water ground louis c.j show fur clueless sky mound ho everyday simmer uhh intruder cmb kiss hunnid finger life cooler building crack p believe smoke brr-eahembed grind enough headline never leave untouchable mr. wit hot school float bentley heavy party spiritual back boy cloud town mink high play dough straight hoe floor watch blow feeling ben fuck man aston understand shit
9 AM In Dallas ; Drake;9 AM In Dallas by Drake.txt;stuff yall nervous fail number really music chase woman club tucker truly weezy judge din ya allergic trust clearly october real flow pass common would mean champagne theory fact old st. surf sick rapper girl want best ridiculous thomas feel without black dallas kush room life specific night smell suggestion set-up list pay noel young cover tortoise later cause touchdown thats consider city shake scar predict catch drake huddle brother bread affection seat free heal diss always second glow essence resist roll wasup sure thank click look kill private guess diamonds waste miss bring another glass feeling response question man fuck try wine oakwoods shit force need whatever throw hope duck little good th spirit mirror exist stack smart appeal someone expect revealing people call nigga hopin defeat head discussing team history ahhhhhhembed brilliant message pussy lose still impression cash money teen bless everything love warn sometimes goal stewardess never willie split spiritual y.m.o.e get-up chapter hoe nose-plugs spend singer scary damn swear fall beamen disguise sneeze hood game pick couch low bitch suite wasssup us june leader hand first next ask hear virgin time chris uh repping kid car write frame single enjoy two favorite honor million crib ceiling kindly book fine fly smoke pour atf madonna startin back weed n. keep coin inferior day meet soul
