title;artist;filename;lyrics
(When You Gonna) Give It Up To Me ; Sean Paul;(When You Gonna) Give It Up To Me by Sean Paul.txt;right gal deh give plottin eye dawn really sean alone turn rope paul woman rockin yo stir corleon share thought shine ba-ba-boom clear gimmie front ya twist care catch near mon lem work rev sean-a-paul sexy bed baby today talk cau way till luck ah-oh daze measure sway first mi next head heart ingles s.p forth stay walk di mack fear time girl fantasy together want tomorrow rock ever eh kurup fi haffi body habla illusion keyshia flip seh arrow end goin develop listen could away place look uh-huh entice dusk vibe love boom fulfill swell oh-oh yah passion wonderful different double caught switch leave dun bring hey tempt nuh ought back key inna boy pack straight nothing pon chapter fah keep mine cole gim dark ooh-ooh dutty pretty belong gwaan man must try
4 Minutes ; Avant UNCERTAIN;4 Minutes by Avant UNCERTAIN.txt;right least breakdown minute ow need move give outta a-four road worldembed world pick good line ha handle pave real way translationsportugues fikki grab time sign girl want somebody uh hell word stroll slow aye feel save tonight roll die intention pri-hey-madonna hop show mmm speed sometimes room already ah waste enough ready tock hey wait four madonna boy tick intervention keep heh must hesitate ta think
8th Of November ; Big;8th Of November by Big.txt;doin tattoo jungle chopper tie nineteen m- order stand momma limp put white angel pony drop th clear saw ahead airborne carry talk men would doembed swallow brother gray dakota goodbye red head new strong blue fire fight walk green rd around shrapnel time tall leg hell mama still eagle year napalm south die tail away suit look evil remember sky fly fallen tear life rainin rumble leave cloud battle play sergeant air dark day november smell
A Great Big Sled ; The Killers;A Great Big Sled by The Killers.txt;something wish big snowman christmas ten break sound live alone chase last pray little thought merry bone mother innocent chain god rack flight work bed grow roof strange brain make-up proof great red head sprinkle hear eight find around time long girl want inside kid still wonder sled tonight bell roll toy sweet hollywood peace shape tap weekend robot earth snow love street soon ho action already relearn finger never bring awake boy seem night wonderland dream mixed dress change
A La Primera Persona ; Alejandro Sanz;A La Primera Persona by Alejandro Sanz.txt;el hasta amor fe estamos eres tarde al bebido promesas hablas perderte puedo mar dentro diste aquellos quiero contar sencillo de nina yo facil una tengo tiene fondo fuego besos gente su sonaba decidi tiempo hablamos pido f existen aunque es dame comprender voy entiendo ya esperar e tocarme le diga todo la parecian entregarle suenos eran verdades primera bien sabias sed siente alguna nada soledad dice otra asi amar vida querer quien mas mi sabemos oro caminar infierno manera este sea por dime cuando que pa en si llama sientes sin sonamos suerte salir sangre harto metemos como estar ahora caricias siempre quiera los ves sentir tenia teniendo para pozo decia guardo hace decirte digo con ni dios relativo sigo salgan lo mismo aquello verdad existe escuchar lleve ayude un juzgar tan miedo estoy cualquier menos pesa vez vivir regalo tu hay hacer mirada ayer siquiera persona pero te tanto cuanto donde dificil fuertes dos se cosas mala pienso estarembed aqui
A Little Less Sixteen Candles A Little More Touch Me ; Fall Out Boy;A Little Less Sixteen Candles A Little More Touch Me by Fall Out Boy.txt;early even right clock darling bet move give live cause shot little spotlight drop honest blame dead confess expect porch sorry sigh call late wo around sixteen sleep girl long want folk always candle lose kid still write set less aim mess moan kiss dance chance never hey wait boy hat many keep dream touch dress
A Little Too Late ; Toby Keith;A Little Too Late by Toby Keith.txt;wasting right shut ago hanging big nervous anymore little lateembed good wreck us cigarette bad baby talk would hang every heart bridge strong blue late walk around time girl door still tire two shop tired sleepless water close sad enough business back pack night mine day true
A Public Affair ; Jessica Simpson;A Public Affair by Jessica Simpson.txt;right move whatever give stand oh-oh-oh put world shake stop exist care camera hold light work carte baby talk first green girl want box step rock tonight set outside class look rule street officially affair room ready opportunity miss hey party blanche night public evening keep
About Us ; Brooke Hogan;About Us by Brooke Hogan.txt;cup yellow stone speculatin need lean somethin wrist watchin swervin live naw really gossip paul stunner white lens cause chasin game paparazzo good clear ring benz playin stop commentator pop us fund pinky light insane baby flash much people talk way slab boys inch friend though new hater brooke rumor old truth wheel hear wo wishin medium e-class girl five side everybody sunroof mall accumulatin hit grill fo bum save nawembed tryin bumpin clean sayin listen movin fifth starin drive gum starch froze breath johnny mind spread earlobe concern lip talkin nothin bring mouth school shade full lane breathe watch wall jaw-jappin sideline switchin crumb dane squashin chatter karat try
Again And Again ; Jewel;Again And Again by Jewel.txt;need dear give name eye movie cause lot pain againembed us saw way call passing stay hear walk thing time steady always busy recall feel listen die look darkness stream stare show beauty love street oh-oh disappear mind enough face mine try
