title;artist;filename;lyrics
(Pride) In The Name Of Love ; U2;(Pride) In The Name Of Love by U2.txt;early sky betray kiss pride wire life beach caught memphis justify name fence april resist last shot barbed could nothing morning empty wash nobody free overthrow man ring love
(what) In The Name Of Love ; Naked Eyes;(what) In The Name Of Love by Naked Eyes.txt;pay price want us door lose name leave count nothing could fate watch away stay good cost loveembed slip run remember close wo risk love
(You Can Still) Rock In America ; Night Ranger;(You Can Still) Rock In America by Night Ranger.txt;move sound music turn last dancer put ok little wake record sister driver shake tiny light lyricslittle brother squeak head sixteen burn door rock second still tonight roll sweet tire clean goin loud drivin everything show fast ah ready daddy getaway party machine night floor americayou america
10-9-8 ; Face To Face;10-9-8 by Face To Face.txt;right role fool walkin tone funny card eye lyricsi x game stop color distance hold wire likenever dice signal left red bridge gun hear green -- chorus time loaded always feel fallin set countin look whenever rule chance never straight play dark edge change pressure
17 ; Rick James;17 by Rick James.txt;even read act freak break young eye little surrender jailbait shouldt curiosity sexy flash much talk almost would shy old peak seventeen tender thing sexyembed girl want hotel tonight year sweet unless look love fine magazine life never wait shall face night touch must think
2020 ; George Benson;2020 by George Benson.txt;right something walkin give really point put clear losin visionembed likeif hindsight catch us vision saw light future late along history wrong matter time girl always door stage takin tryin listen blind view figure love different grant double chance never miss lyricswhen standard back change think understand
99 12 ; Carol Lynn Townes;99 12 by Carol Lynn Townes.txt;el walker blake david sunday bojangles number eye strait emmylou live music road woman coat cold jinks world ton lonesome hearted monroe ring father check care rain gill prine wynette tried jeannie would dont unbroken hank old cheatin king walk seven musgraves southern harper cheat girl cryin best rosanne side amazed pride goodembed turtle ray feel black ache sweet roy keith marty away snow townes pancho johnny honky luke gambler kiss taylor life jailhouse dance tubb town glen jeff beer cowboy belong rise ta garth home sr wish young daughter cover oak kris parton stand shania wasnt ernest lucinda ruby krauss buck tonk band mountain line jason alison stop song lyricsthe haggard fade sturgill hold merle tiger grow lookin carol red san blue fire wheel country whitley williams rhinestone randy hero ernie always ive patsy born amarillo underwood rascal year jackson c. could nelson paradise twain owen show jones crazy kentucky bonnie miner wagon kenny kacey nothin carrie flatts tim wait shove straight play many riley cry whitney jerry small man swift wine eddie alan george jolene simpson read follow traveller zandt im prison yes race charles rogers sunny good cannonball valley queen god harris jennings rodgers baby carter today way deana rabbit heart pta roger lefty circle help ever miller tritt dolly cash shelton raitt isbell movin campbell moon travis arnold mcgraw ford drivin love job rank hurt newton acuff juice antonio willie denver mr. genius sing floor paisley mine fiddle paso amen highway waylon faron loretta charley heartache sue strawberry coal kitty name stapleton dirt paycheck passionate brook angel folsom ex cody john low color luckenbach price cowboys montgomery sr. robbins bill friend kristofferson -- rest sixteen time medicine chris mama family nation hello van arrow wabash die morning vince bryan two tail alabama drink place tammy crow jimmie highwayman lonestar cline cadilacs forever eddy hey back boy houston youre high community keep texas wall brad lynn
99 Luftballons ; Nena;99 Luftballons by Nena.txt;kommt gedacht liegen dabei das haben ufos auf au dem jahre zu sowas wenn wer wollten weg wegen hielten denk gerafft lieen gibt heute keine lass benzinkanister denkst trummern schoss e sich witterten dort hinterher zeit jeder sieger ein gefunden ihrem fette war grad fliegenembed fliegerstaffel angemacht dich du hast luftballon mich alarm auch dusenflieger general kriegsminister zieh macht darum dann nichts hab einmal seh hatte lie die geben hielt gab beute fur vielleicht schlaue mann fuhlten nicht schon luftballons platz krieger weit welt captain ich groes und nur groer schickte translationsenglish da leute runden meine singe feuerwerk von krieg ihn kirk streichholz etwas keinen mehr gleich horizont man zum nachbarn riefen
A Chance For Heaven ; Christopher Cross;A Chance For Heaven by Christopher Cross.txt;easy climbembed put mountain line spirit color gift us win someone heaven heart free history find want always inside climb set deep place hop angels destiny mind chance never wait rainbow dream day
A Fine Fine Day ; Tony Carey;A Fine Fine Day by Tony Carey.txt;notice even alright round maybe pull eye finally stand turn momma awayembed worse little drag houdini good trouble ol hard hall stop stick care mark saw would call cab first old hear ride time long always tall meter sit central kinda whisper reunion money park none crown wear away look fedora fine crazy uncle comin twenty disappear forward finger sometime taxi nothin sonny lay dollar lyricswhen back likeit town straight keep blow day man home
A Girl In Trouble (Is A Temporary Thing) ; Romeo Void;A Girl In Trouble (Is A Temporary Thing) by Romeo Void.txt;heard thing time long girl instead care spent tear tenderly save talk way business afraid every learn face use head keep stay away trouble phone line walk lyricsshe cool temporary thingyou around show
A Little Love ; Juice Newton;A Little Love by Juice Newton.txt;round give last little world drag loveembed run hard hang friend heart lucky stay lyricsyou long heal want mend feel away love street weigh sometimes everyday hurt enough bring back seem likea keep beat difference think
Action ; Evelyn Champagne King;Action by Evelyn Champagne King.txt;right alive deal follow need move warm give im sound pace cover stand really tough surprise put cause deliver line run tight hold real baby much talk dont way speak call cant head middle conversation likeaction lyricsyou thing time girl huh together want temptation actionembed help uh everybody word promise tonight sweet set minefield fascinated loud knock suit drive look show love fine crazy sometimes action absurd mind ah nice never face youre night control foot another many youd keep day crave man think
Adult Education ; Daryl Hall John Oates;Adult Education by Daryl Hall John Oates.txt;right deal homeroom girlfriend wish maybe need apart rub messin number alone put cause share little adult lonely junior lot mirror hall separation ya care surrender boyfriend rev bad flash situation call gray heart locker imitate memory slam wo around false hero long huh plan want underclassman busy wonder graduate body tonight student wear wise could adultembed remember memories kiss life reputation believe education talkin dedication guy miss leave wait split school hot back boy night high another nothing odd senior watch wall idling cool preparation spot try teacher afternoon
After All ; Al Jarreau;After All by Al Jarreau.txt;time armour heal alive knight darling hold wound wish inside mind honey galaxy baby fail sparrow miss would faithful childhood armsyou sung war bright heart keep dream prevail may question author lover true matter fear arm space survive lyricsthere love
Against All Odds (Take A Look At Me Now) ; Phil Collins;Against All Odds (Take A Look At Me Now) by Phil Collins.txt;even wish need remind stand really standin turn cause share good nowembed pain laughter much every memory walk around reason still without could empty away look breath comin tear nothin chance odds leave wait back face many cry watch trace ta space
Aint Nobody ; Chaka Khan;Aint Nobody by Chaka Khan.txt;heard happy star wish need warm give eye hope surprise last put freedom flyin lonely good ya surrender song hold aint someone real would way effortlessly measure first next felt heart nobody youembed around tender thing time long want feel resist charm sweet deep waitin could close fill stare treasure love happen capture kiss believe forever naturally bring wait night upon dream feeling must arm
Alibis ; Sergio Mendes;Alibis by Sergio Mendes.txt;fool swear likei alibi somethin put clear rendezvous honey forget tight check work someone alibis easily much way call late routine time slippin tonight sure somewhere telephone pattern away slip water someplace doubt finger exactly another nothing lyricsit service meet think
All I Need ; Jack Wagner;All I Need by Jack Wagner.txt;easy star need stand yes anymore cause little bright shin hard ahhhh light way felt matter time girl plan always ahhhhembed feel tonight sure look love hurt kiss mind believe chance never oooooh seem may true think
All Night Long (All Night) ; Lionel Richie;All Night Long (All Night) by Lionel Richie.txt;liming parti throw yes music de tam good trouble ya song fiesta work karamu people way roof romance friend fun raise heart rhythm jambali along start jambo time join long everybody lose sit merry-go-round li feel everyone sweet away street life dance forever sing party jam moi control night play foot meet bo soul wild
All Night Long ; Billy Squier;All Night Long by Billy Squier.txt;everythin flame turnin bird anybody lyricsi live turn chase chasin world swing run care dare sun wire tiger heat gettin art new gun swim fire fight -- around survival long everybody desire everywhere movin answer street life dance boy night roam air
All Of You ; Julio Iglesias;All Of You by Julio Iglesias.txt;right something secret give eye lyricsi live yes express joy sorrow share hide hold confess warmth today much would way every heart stay ask time long want tomorrow inside wonder feel body less deep lie youyou close everything tells love mind life kind never return anyone night nothing dream touch dark feeling beat spend soul reveal
All Right Now ; Rod Stewart;All Right Now by Rod Stewart.txt;right maybe need move name stand live babyembed last put game good trick baby talk rate every raise head lord thing shame girl smile slow tryin place look love street fast kiss parking w-w-w-watch hey wait face foot watch hesitate try think home
All Through The Night ; Cyndi Lauper;All Through The Night by Cyndi Lauper.txt;lamp lack eye precious white little run forget sings today reach new stay start wo time sleep meter past feel without end click street cat forward chance enough awake back awhile stray night keep cry may endyou day
Allergies ; Paul Simon;Allergies by Paul Simon.txt;disaster something eat need give break stand woman famous guitar allergic intercedes skin dust disgrace people hand string grain head bodily heart local ask wo malady burn sleep doctor uh still physician body hotel ache please shape living show love melody open finger often repeat remedy remain never allergy face breathe touch question allergiesembed change
Almost Over You ; Sheena Easton;Almost Over You by Sheena Easton.txt;heard easy round maybe apart lyricsi cold shattered shake forget wound saw today almost friend heart old ask blue around time although heals quite paint misery youyou show soon tear disappear forever leave forgive sly back town seem full nothing dream try
Almost ParadiseLove Theme From Footloose ; Mike Reno MISSING;Almost ParadiseLove Theme From Footloose by Mike Reno MISSING.txt;exist paradiselove song theme footloose seem miss almost reno mike
Amnesia ; Shalamar;Amnesia by Shalamar.txt;right something pay darling confusion little shine game likeall price us hold reality ecstasy baby sensation way strange romance head new amnesia hear matter find brand thing time long girl become touchin lose please sweet end could blind slip close remember everything beside love tighter solution kiss mind imagining chance lay night seem play dream unglued trace touch squeezin feeling try understand
An Innocent Man ; Billy Joel;An Innocent Man by Billy Joel.txt;rather fool instead alive easy heartache cure miracle deny anybody protect eye young live yes alone anymore turn hope hate voice world far run anything restore hoembed survive hall innocent win someone bed pass people accuse every anger accept nobody stay old resurrect fight hear start lover fear find although sleep somebody door lose ever promise feel tonight lie listen could outside begin die faith martyr away look figure remember love else open ho hurt guess believe chance never wait anyone willing lay back cruel night another decision keep cry touch dark possible spite cool man think understand
Anywhere With You ; Rubber Rodeo;Anywhere With You by Rubber Rodeo.txt;happy likei name turn thereembed crime care bag baby behind would call goodbye wrong lyricsturn find reason around time girl always word tonight could million show love mind guess kind leave pack anywhere try change think
Are We Ourselves ; The Fixx;Are We Ourselves by The Fixx.txt;check stop time bind spirit steppin lead lose maybe life double eye return really learn lost lie ooh-oh world ask feeling earth whirl around
Automatic ; The Pointer Sisters;Automatic by The Pointer Sisters.txt;sadness totally circuitry cure madness summon push whim downembed stand motor utterly run shake aground x-ray absurdity camera blindfold vision manage way speak weak hand every temperature command walk around doctor leg word exhilaration robot look whenever stream system defense intend lip perspire automatic relief completely control wind leaf lock
Ba; Come Back by Billy Rankin;Baby Come Back by Billy Rankin.txt;knife original bide somethin lyricsi alone inessential cause tellin zone time_________________________ ya drastic cut baby call plastic actin provisional heart around time sittin word takin write black child impressional waitin listen telephone starin danger figure special mind guess nothin individual four billy back rankin town keep wall runnin cool try
Ba; I Lied by Deborah Allen;Baby I Lied by Deborah Allen.txt;time babyyou swear always hurt hold find inside work life ever someone forget baby good-bye promise today lyricsdid would leave surprise lie else could heart truth away feeling okay walk doubt realize survive love
