title;artist;filename;lyrics
(Ghost) Riders In The Sky ; Outlaws;(Ghost) Riders In The Sky by Outlaws.txt;cloudy snort rider mighty herd eye ridin steel ghost hoof shirt hard mournful blur catch gaunt saw eyed way thunder red steer ridge old fire along hear rest fear ride brand horse lyricsan still feel soak black sweat draw shiny could bolt sky yet breath skyyou range forever ragged plowin hot face yippie upon cry windy dark horn cowboy day
(Just Like) Starting Over ; John Lennon;(Just Like) Starting Over by John Lennon.txt;early easy darling wing fall alone quickly precious use far blame grow start time although long together no-one still somewhere since away look love fly everyday special life spread nice chance another day trip
(Theres) No Gettin Over Me ; Ronnie Milsap;(Theres) No Gettin Over Me by Ronnie Milsap.txt;right even crowd pay darling need put radio forget song bill gettin ooooh free lyricswell walk wo around reason time smile feel tonight everyone sweet loud place book believe awake mmmm boy face keep dream cry think
(Want You) Back In My Life Again ; Carpenters;(Want You) Back In My Life Again by Carpenters.txt;right pay fool ago need big live really lifeyou price part mean every heart memory start wo lyricsyou time long want lose begin place remember love life guess enough back seem high play day think
8th Wonder ; Sugarhill Gang;8th Wonder by Sugarhill Gang.txt;early function yellow alright ago chill a-hah-hah-hah-haa woman cold x voice world ring check ya pop pill chicka-pow sugarhill bad real taste neck rap mean gang groovy toe wiggle shout king girl want best boogie everybody wolf worry wonder feel throwdown close hip-hop page groove finger definitely dance interlude bass hot jam bound age town pack butt gim lightning rrrrh ta messin young alone cause t-n-t wake shake honey r-a-p stop diamond g lady forth fire fella around motha word hit rush sure wooooooooooooooooooooooooeeeeeeeeeeeeee could drive ahh kill yet whatcha nothin ready di-dang guy bring party gon-na wooo-hah dang upon cool makin treat gentle star doll master turn put little th good transportation yooooo ha quit light baby people boys bank diddy head rhythm hoo mc huh help clap somebody box funkward body cash money noise rrrrrrrrrrrrrah wear pow crush whistle cat ah harm wit thanks key jivin foot some-body ooooaaah think walkin scream big move break slack movie you/me rrrrrrrrrrrrrrrrah radio pick woo-hah ah-somebody lot karate groovin upembed us dynamite aight closer hand story three sucka next vicious start -- capricorn thing time long mama rock nation car ha-ha-ha-ha-haa desire ahhahaha tonight hah charm everywhere morning diggy knock place yoooo fly mess bang a-rock hey back face rat keep ahahahah-ha-hah touch beat dress meet
9 To 5 ; Dolly Parton;9 To 5 by Dolly Parton.txt;wallet cup swear stumble move stretch ladder give jump turn use credit ship game good devotion lot tide barely ahead work shatter bed would way fair call kitchen gettin friend blood walletyou puttin workin start wo matter want folk step rich traffic takin bos yawn roll money ambition waitin tumble mmmmm away drive shower job street crazy deserve sometimes mind life pour enough never seem boat promotion dream watch service spend day man try think
96 Tears ; Garland Jeffreys;96 Tears by Garland Jeffreys.txt;tearsyou put wave little top teardrop lem sun carry baby way heart lyricstoo start hear long together always uh wonder since woo look tear laugh leave night tardrops many cry watch day ninety-six
A Heart In New York ; Art Garfunkel;A Heart In New York by Art Garfunkel.txt;lyricsnew eye live movie flyin worth city london song real lookin friend heart new dime tall door word central write money park love street open scene york wander mind yorkyou enough heartbeat night skyline dark rise difference
A Life Of Illusion ; Joe Walsh;A Life Of Illusion by Joe Walsh.txt;right crisis warning jump eye confusion live surprise disguise little endless catch continual meaning conclusion illusionyou help base hunch illusion surprises wow hole pow love nature logical sometimes solution life waste hey back seem another upon wall feeling better day
A Little In Love ; Cliff Richard;A Little In Love by Cliff Richard.txt;happy thing happen long whoo help understand need sometime someone feel way alone turn ought willing strange learn somewhere fun friend little lyricsit look meyou true unreal love
A Lucky Guy ; Rickie Lee Jones;A Lucky Guy by Rickie Lee Jones.txt;right stupid fortune secret wish foolish alone turn last use world lonely wake care light real talk would way clown new lucky guyyou hear walk matter find around thing sleep girl want tomorrow somebody door worry wonder could look else love happen disappear caught guy hey awhile night cry pretty day think
A Woman In Love (Its Not Me) ; Tom Petty;A Woman In Love (Its Not Me) by Tom Petty.txt;wannna alright need throw give break woman use little world problem lonely anything hold today talk would loveyou goodbye heart fight thing time want save end could away look everything love crazy happen piece kind laugh face night nothing try think understand
A Woman Needs Love (Just Like You Do) ; Ray Parker Jr;A Woman Needs Love (Just Like You Do) by Ray Parker Jr.txt;early doo-doo-doo-doo-doo example fool poor need whoa give eye woman put cause got good stop work smart beggin today excuse affection thinkin jill old youembed late longer workin hoo around time want somebody door kid without sweet tire jack sure wear unless remember love mmm else open fashion hurt yesterday double hill return hey mmm-mmm-mmm wait mistake standard foolin feeling lovin insurance day try change think home accept
A World Without Heroes ; KISS;A World Without Heroes by KISS.txt;thing time hero grace something sun bird wing useless devoid without never bell anyone end race seem nothing world place look meyou ring dreams sad pointless
Abacab ; Genesis;Abacab by Genesis.txt;even name cover really turn world game wake abacab mirror stop care blame someone baby window-pane behind reflection find girl want door illusion somewhere morning telephone hole look stare answer show else crack never pillow floor wall likewell cellophane anywhere ta think
Ah! Leah! ; Donnie Iris;Ah! Leah! by Donnie Iris.txt;disaster right badly use good trouble likeah stop baby talk head heart ask fire sight time long ever wonder body desire end learn faster look love yet kiss mind lesson ah leah burning lip never miss lyricsleah play fake touch
Ai No Corrida (I-No-Ko-ree-da) ; Quincy Jones MISSING;Ai No Corrida (I-No-Ko-ree-da) by Quincy Jones MISSING.txt;exist song corrida i-no-ko-ree-da seem miss quincy jones
