title;artist;filename;lyrics
(If Youre Wondering If I Want You To) I Want You To ; Weezer;(If Youre Wondering If I Want You To) I Want You To by Weezer.txt;right even stupid eat swear meatloaf move eye buy fix cause use shin dig meat ring pain stop nightembed didnt us lake youll saw light aint smear much dont way tv story chickadee t-shirt though defeat next fit heart ill blue gun free team titanic conversation rest slayer girl want folk best ever lifeguard wonder without cook charm archery weve moon look sad mom bb scene dad summer mascara leave silent face youre night foot nothing watch may pool day meet true home
1 2 3 4 ; Plain White Ts;1 2 3 4 by Plain White Ts.txt;even glad easy fall apart give good barely bad way gettin three friend youembed start find around thing together best ever word feel two close sad love special hurt piece never four back mad
1901 ; Phoenix;1901 by Phoenix.txt;complicate easy girlfriend idea minute need miracle fall ityou last present material anything fold elliptical moving would way call future anyway stay ask matter long second past tower drift lie could pattern away overrate twenty summer different sort hey count build watch think
21 Guns ; Green Day;21 Guns by Green Day.txt;stone throw somethin give break stand live road last thought worth hide dyin spirit pain suffocatin someone pass heart gun fire fight walk time burn forgiveness pride inside lose ever liar feel end translationsfrancais die faith house breaks away ruin place look fightin close sky weigh breath toll mind nothin broken hangover lay twenty-one control another build glass sense iembed soul arm try home
3 ; Britney Spears;3 by Britney Spears.txt;company alright name paul triple babe pick game merry degree innocent twister catch one-eighty eighty-degrees way three fun new team thing sin everybody charm mary two living love counting meant peter p harm extreme four count night play nothing floor
3am ; Eminem;3am by Eminem.txt;right pay ramada probably walkin naked scream flashlight diabolical secret maybe christmas push corner nude give coroner horrible dismember standin anymore turn razor last member yo put window plot use wrap serial thought top hide wake run bottle blast bottom kardashian front hannah stop ya up-up catch inn december pill dead hold excites saw skin light tub corridor someone lick pin vic cut and-a-half much flannel almost behind slash horror fireplace every mcdonald daze brain fun noon goodbye blood reach next confused a.m. molecule jesus first blood-curdling slaughter tube surf channel hooligan sight son rest find around mannequin grab swallowin time stinkin contusion want murder bathwater everybody candle door sit dismantlin lanolin family wonder methodical againnot cousin body save quite illusion black mornin gash jack sure bucket end audience hallucinogen deep manslaughter none ottoman nightmare noddin begin aloe drink place look counter klonopin oughta bruise slice artery evil living boob remember kill show else bother room kiss kim mind finger guess half-pint piece chop escape goodnight layin hey hose wait onto translationsenglish goner four swirl mantel lotion lung party contemplate key montana applaud night seem passageway prodigal floor scissors watch wall phase cornea ayo rise day causin man must bandana think bust shit
4 My Town (Play Ball) ; Birdman;4 My Town (Play Ball) by Birdman.txt;case damn em flame yall swear cup bout marc jacob pay martin familia star tunechi ice gas lyrical purple big im rooftop young sound stand opus spade trigger ridin woman movie flyin white plod little shine shin gown game drinker run okay cj february hard bitch mud handle plug brown diamond twister ya stick priceless ball fade janitor camera us smart pastor cap miwacles baby flow easily pass behind way lady huddle wha-what every hundred analyst car-poolers nigga weight blood next new middle fact pearl stay old team dro blister kerney start hear size frank pimpin either ride around grab whisker thing script sign girl drizzy dope repping rock cartier smile playboy car thomas influence graduate feel black smoker cash flip glove money fucking pine peace none sayin could mula ak two class mastermind favorite superstar picture hail stunna kush gibson snow stupid water ground louis c.j show fur clueless sky mound ho everyday simmer uhh intruder cmb kiss hunnid finger life cooler building crack p believe smoke brr-eahembed grind enough headline never leave untouchable mr. wit hot school float bentley heavy party spiritual back boy cloud town mink high play dough straight hoe floor watch blow feeling ben fuck man aston understand shit
5 Star ; Yo Gotti;5 Star by Yo Gotti.txt;doin right even law pay stupid fool stone star sunday groupie wish need big dat move beautician numba freak give outta wet live momma last put club cold cause credit bright hood dis top neva tuition game city good bone bitch grade ya god care work eva bag heryou real baby lyricsif dick talk church luv mean purse estate call future every hundred nigga three serious friend drunker nail raise red head kno cum genie stay plus walk sick lyin fresh ride hair jus practice sign long dynasty coogi together religion sumin side chick box kid worry still lil nurse year cook money tennessee witcha throwin attitude clean gotcha u score thug state dats fightin petty show fine fly bb couple aka swagg juice dereon talkin shoe memphis told gucci fetish never leave tru mouth thick notch school da daddy humor night high swere treat keep louie outfit sense phone meet cool shawty pump ta teacher delta shit
A Change Is Gonna Come ; Adam Lambert;A Change Is Gonna Come by Adam Lambert.txt;beyond yes afraid willembed last movie little run performance hard carry downtown brother hang tent around time long help somebody ever bear please since die could idol living american sky knockin river back knee able keep wind change think
About You Now ; Miranda Cosgrove;About You Now by Miranda Cosgrove.txt;maybe move last dumb mountain care us hold pass decide mean compare nobody strong wrong around thing feel without sure lie could everything show kiss mind yesterday chance bring back nothing keep day change think
Absolute ; The Fray;Absolute by The Fray.txt;even something hereyou absolute battleship dancer trouble innocent stop barely every new quiet hear sailor girl photograph want everybody inside spark sit bear year sure could port picture away upwards everything yet fly kiss plane lip never wait night upon wall man try
According To You ; Orianthi;According To You by Orianthi.txt;right even stupid funny suck need give eye put beautiful rightembed anything hard stop bad useless baby decide would joke head difficult appreciated time incredible girl want always attention lose ever feel save please boring away place everything show span love mess moody opposite mind life forever boy hat irresistible dress accord change
Addicted ; Saving Abel;Addicted by Saving Abel.txt;something sound turn hate unlike anything addict every rough youembed walk bullshit thing time girl slow end away love breath sheet spend tryna ta think
Aint I ; Yung LA;Aint I by Yung LA.txt;rocket notice right extra coupe easy chopper funny ice tip follow purple big peer throw royces serve young chill outta paper trap homie hope buy twice hahaha put shot minus zone rep superfly meayy city wake clear okay ugh indeed bitch karate all-black cheese pill g trail aint work l-a trick la insane real baby flow futuristic situation common way speak tv motherfucker nauseous t.i succeed bankhead superior lauren yays though intrigue nobody strong dro king hear tip-top fresh thing amigo long yung yuhhh trunk guapin sleep polo everybody rock bow horse brrrr still car rid ayy broccoli year black roll grand money macarena appear since everywhere listen j loud haters commandeer honestly goi kick bless vegetable snitch show love profit dill chrome jumpman smoke yuh hill bruh remix hey j-money hot magic hustle boy rim guap pack banger yay community floor ralph sloppy wind ferraris pocket blow label tryna volunteer ta think laugh
Aint No Rest For The Wicked ; Cage The Elephant;Aint No Rest For The Wicked by Cage The Elephant.txt;company right even stuff pay minute wish move news corner give young eye live yes alone tree turn hour twice later put thrill send use little world good clear satisfy price hold saw aint grow pass much behind way bill almost church tv shadow bank though first preacher head ask free gun fight walk sight wo rest seek wicked thing creep want goodembed sit comprehend still slow fee sweet cash flip money end could cuff approach house sweep look close street fifteen couple life account kind nice never mouth dollar back nothing evening wind pretty day righteous man try ta think
Aint No Sunshine ; Kris Allen;Aint No Sunshine by Kris Allen.txt;time long always aint sunshine warm wonder anytime lyricsai awayyou .... every house stay away day darkness home
All I Ask For Anymore ; Trace Adkins;All I Ask For Anymore by Trace Adkins.txt;truck tie need outlive sound wife anymore world game pick drop line run okay grade anymoreyou laughter every hundred passing head ask katie late hear lord matter girl kid bow tonight year please money siren could drive nowadays dry love crazy tear storm wait back face pink keep watch phone pretty day change home
All Summer Long ; The Rock Heroes;All Summer Long by The Rock Heroes.txt;bar northern funny splash wave thought singing shin far bottle forget sand song catch lake hold whiskey sun in-between moonlight talk would way strange summertime blister along hear start seventeen hair thing campfire long girl dock tomorrow inside rock michigan short sip hit roll end somewhere could begin favorite alabama love sometimes longembed simple summer life different smoke caught internet forever never wait sing boy walleye night seem play nothing upon lyricsit watch day leaf man spot soul try change think home
All The Above ; Maino;All The Above by Maino.txt;happy fortune easy fame greatness b mad miracle rider name eye finally live really refuse turn nard hope quickly yo put sorrow white hate cause wave hood world top shin rep john bottom hard judge scar benz lot blaze survive pain hi stop stick father diamond bleed us shorties baby aboveembed suffer behind would part lady till call ghetto nigga lately head new obama hater maine truth soldier block ride load rapper statement tomorrow hell everybody lose still rich suffering money perfect wear lie listen could die thank picture design thug look love street deserve dancing mission survivor mccain life struggle forever waste grind ready odds hey nike willing hustle envision face straight foot nothing build cell charge maino dream mine keep beat rise day man spot try change lock think understand destine
All The Right Moves ; OneRepublic;All The Right Moves by OneRepublic.txt;right move fall anybody name sound downembed spade bright shine world shin far good grass queen rain dead us sun someone friend heart head king fight soldier hear green matter thing everybody ocean noise perfect paint could picture away place look soon everyday special nice enough never hey anyone face sink fake possible day space think
Alone ; Glee Cast;Alone by Glee Cast.txt;right something swear dawgs alright star vam beg yeeaaahhh rubbin break name yes alone buy last pray voice shirt ooohh likeall attach shake ohhh father vum vara stop check us leavin feelin bad carry baby equivalent talk men till string varam raise pumpin ask walk sick loot thing steady long girl photograph want fancy leg drawer feel tonight illusion toy fast- whoah dog house job room vow yeah-yeah mind warbler talkin shoe oooooooh mmmm intrusion crew shhh keep pretty makin home
