title;artist;filename;lyrics
(Everything I Do) I Do It For You ; Bryan Adams;(Everything I Do) I Do It For You by Bryan Adams.txt;darling give owembed eye babe worth hide nowhere dyin wire would way mean hand heart fight walk find time want help search tryin lie die could unless look fightin everything love life nothin soul true sacrifice
(If There Was) Any Other Way ; Celine Dion;(If There Was) Any Other Way by Celine Dion.txt;something maybe break cover turn use thought loveembed stop us sorry way walking mean serious darlin fit stay late along start track find time want lose choice good-bye could rule love sometimes mind guess piece never leave play sense try think understand
2 Legit 2 Quit ; MC Hammer;2 Legit 2 Quit by MC Hammer.txt;quake fool train shakin wish move remind oaktown harder strike hour yo daily top game buck chest good record dig dose store bottom quit devour nah us tried work insane real people way abuse weak story every gettin defeat confuse legit fit new rollin nobody lame improve strong rhythm smack competitor muscle start havin son post press time shame survival burn hammer diss together want percolate step beginner ever short word hit feel takin roll please sure sweat none goin away look crush close hype rule unchanged punk love mission groove lead mind believe bore physical remain winner ready never guy kickin bring freeze hey misuse legitembed sing lay back hustle boy town high charge play crew yay sweater dream mine regret runnin power better day meet choose makin true try ta think
3 AM Eternal ; The KLF;3 AM Eternal by The KLF.txt;liberation lyricsthis force move teach point turn freedom radio ancient swing city f hard ya catch flow a.m aha talk zulu ballistics eternal eternalyou a.m. new fact p.d ology mu time sample rock l learn everywhere blaster trancentral look kick klf everything elemental technology justify ready bring bass basic da face crew mayhem watch k
6 Minutes Of Pleasure ; LL Cool J;6 Minutes Of Pleasure by LL Cool J.txt;even right fool minute discuss need whether dear move act give somethin eye hereembed caress piano chest okay honey forget ya shh us shoulder baby hand mellow wipe thinkin holdin truth wo relax routine want plan uh smile sit still sip whisper biscuit lettin lie sayin listen course peepin house ear drink pleasure six close stare love crazy kiss nothin mouse miss leave sing back foot play smooth dream cry mister ayo socialize cool man risk think
A Better Love ; Londonbeat;A Better Love by Londonbeat.txt;rain windscreen minute tongue find summer sun smile fall still lazy taste never lyricsi live tree road shadow appear .... gently face morning safety shin zone breathe bridge away drive good slip day remember belong harbour home love
A Day In My Life (Without You) ; Lisette Melendez;A Day In My Life (Without You) by Lisette Melendez.txt;need fall give eye use line depend catch hold near baby decide way hand heart strong find moment time inside ever still feel without please deep lie close fill love likebut life piece believe never keep cry touch belong day try think understand
Addams Groove ; MC Hammer;Addams Groove by MC Hammer.txt;right fool need coolin funembed move bit act oaktown outta live foolish standin turn yo put cold voice ok tellin little neighbour bone ha check steppin ball saw speakin flow fester talk hand def strange goofy swoop three friend fully thinkin next legit new bridge along havin perm maxin gomez speaking around randy thing time hammer tall pride everybody family wibblin showin pugsley cousin addams thank house knock wednesday flava kick remember groove comin hurt aside mind finger dance chicken talkin kickin anyone back borrow high play foot slap day cool man relaxin try ta posse pepper think understand
After The Rain ; Nelson;After The Rain by Nelson.txt;whoa pull give break live really afraid hope wash survive mirror pain againembed rain sun light way mean hand heart truth start find thing time girl fantasy want inside lose ever feel likehe appear emptiness away love tear broken never wait face beat lyricslook true change think
After The Summers Gone ; PC Quest UNCERTAIN;After The Summers Gone by PC Quest UNCERTAIN.txt;notice something rearranged sound alone road later use band clear sleight sooner song unraveling near way hand every meaning heart wheel start time everyone could breaks place everything else love special lead summer life kind magical remain never leave play another keep man change mystery home understand
