title;artist;filename;lyrics
$ave Dat Money ; Lil Dicky;$ave Dat Money by Lil Dicky.txt;doin company b cheeseburger really world refillin kike quarter anyways check ya care v saw bed iced rap would mean cali though preacher raise rollin compare along hallway fan whatchu yung want side caution waiter l differentiator without takin rod worn dave woo goin expensive loud away flex variable thoughtless embarrassedembed servin chicken several judicious hot charge frequent math airbnb collect phone tryna sandwich luggage quan ply even something venmo extra eat bar accident ice dat margarita cover hate problem peep date review band scar greg hold frugal work ac burp generic church underneath free workin around brand join holy stingy always meter drawer word hit please whet shoppin since could unless look brr louis non-free crazy applies sale different play nothing may mafuckin blow fuck man restaurant true stamp shit delaware need bit card thread membership homie hour verse put worth savin logins roach jean easter god december light cut baby in-between fam half way hiccup shiz every gettin lease nigga appetite bank coffee difficult wrong green waitress motherfuckin general tso still lil ayy parkin cousin money biz wear walgreens convenience versus sake piece double talkin finch never leave ohh hand-me-down mr. split thanks sing full breathe dirty cube spend think happy damn swear minute jew wing trial tp teach somethin type trap month thrifty fig burger game hard low bitch playin stick gold disregardin bleed price blame fuckin flight pair ave brag yolo coppin bill motherfucker netflix actin lately ask hear fresh thing time perk hell ld save imprudent single dozen clothes jewish yelp two place book fly cost-efficient aka drug summer smoke bruh rappers bacon count boy major stackin dough decision rob sweater matinee day difference overpay independent k hair
1 Night ; Lil Yachty;1 Night by Lil Yachty.txt;yachty swear ice need nightyou wife twice put good bottle joe bitch reevaluate front god christ nah baby call gang every homegirl block average want sprite hell sip promise single tech picture trippin season love street life trife four lay night hoe dirty spend fuck
1999 ; Prince;1999 by Prince.txt;rather even right swear alright sue purple outta last lion destruction wake run stop ya care a-ringin song shh us astray lem work baby people zero-zero mean judgement dreamin roar fun war fight wo around time want mama everybody door worry nation body tonight write tryin woo everywhere die could listen morning telephone two mommy away oops ground fast sky bother happen knockin hurt prepare mind life singin ah dance ready forgive sing party revelation bomb runnin pocket day ta
2 Phones ; Kevin Gates;2 Phones by Kevin Gates.txt;doin damn carpet deal round wish doll bet need maybe tartar brick ten give card wrist number really barbie ferrari trap buy woman put engagin use yella slang nowhere city cost line performance bottle interrupt clientele section bitch ring mirror plug button hard lot feed god ball retard hold foreign partner someone pin baby dick sorry much way droppin call hang kitchen amaze nigga friend bread weight thinkin new hater nobody start callin conversation find load girl impatient askin inside kid supplyin lil feel takin hello money biz bumpin countin park somewhere cop none learn goin shape could dog jail two clip water juggin everything foreman gym bother ringin important comin sale ringing finish bodyguard gazin concern lend winner grind return business honda oil hip key unimportant rim high dough attempt keep scale pocket phone spend tryna day choose man smell jumpin makin ta chip trip think gorgeous
24K Magic ; Bruno Mars;24K Magic by Bruno Mars.txt;rocket right bet dip throw give break sound hashtag wooh hustlas fix verse yo put jocking wake cuban ring hard bitch color ya player pop blame pinky bad invite hand friend toe first red head jesus blue fight link walk fresh pimp around ugly translationsportuguesk gangsta time girl want uh second sip showin fault tonight set money designer wear everywhere whoop moon look bless show girls fine sky soon hurt dangerous guess preach shoe ready hey magic ass party back face haha mink high inglewood many keep watch air pocket feeling spend pretty man karat try ta mad shit
6 Inch ; Beyonce;6 Inch by Beyonce.txt;comma minute star sunday push give monday eye paper de club babe slang rushing worth material hennessy yamazaki translationsespanolportugues mix stack work smart ecstasy professional baby taste ace way every inch friday nobody fight start walk thing time murder always everybody feel decimal witness money sweat everywhere cake goddamn sleepless recipe six love pesos mexico sake already finish mind heel vein tokyo grind enough never leave business dollar back boy night straight keep power day crave uno ta
679 ; Fetty Wap;679 by Fetty Wap.txt;swerve happy something damn whole girlfriend pluck tip need wing im sew window shot remygirl problem dumb buck yeaah city band dicey jean lot batman zoowap spoil us zoo near v pair light baby real behind talk dont every nigga though note diddy great hunnies yeaaah ask zoogang sauce walk press time stain girl trade want somebody monty uh remy past walkthrough wonder hit sip slow niggas ayy feel year money everywhere could loon lifestyle loud fatty look benjamins robin fine fast remyboy zoovier glock twenty smoke shoe yeaaahembed bring cutie daddy sing ass pursue dollar weed thousand control high play nothing rob fetty mine rude blow pocket bimbos tryna meet anywhere rewind man true smell wine boyz think
7 Years ; Lukas Graham;7 Years by Lukas Graham.txt;sell happy least something big push letter warm sixty wife really hope twice month woman later cold failure voice thirty world travel lonely good lot graham song visit hold saw sun limit sorry behind story brother translation friend old start oldembed seven seek around steady always become mama sixty-one ever still rich year write learn morning liquor drinking figure remember everything love soon twenty eleven life smoke believe burning bore favor never goal leave bring herb daddy sing boy major seem quicker roam dream glory meet small man child think lukas
80s Mercedes ; Maren Morris;80s Mercedes by Maren Morris.txt;even move turn glitter last white got radio top practicality good run mercedesembed hard benz pop r-ready sun baby starlet call every teenage seat leather head old sweeter ride mercedes time girl want r-ride hell still saturday decade feel dash roll classic jacket hard-to-get drive ray-ban sky summer guess hula ready hey school machine age shade night pink build neon keep dream beat pretty soul try
9 ; Drake;9 by Drake.txt;right pay whole alive funny tie bet big news move act dem break give outta really turn afraid last city good line loyalty lot check stop feed god fade trust saw jang-a-lang bad cut much rap people would way speak story hand hang every bread nigga friend amembed upside first old start matter gangsta thing time sleep want always five side mama everybody lose ever still hit feel peace mannie nine woo translationsfrancais keychain die dog away unless drive stunna place look view six dry show kill crazy mj mind life never id major night decision keep phone day man try ta think shit
A Guy With A Girl ; Blake Shelton;A Guy With A Girl by Blake Shelton.txt;right walkin star funny ice im eye watchin stand alone turn heartbreak cold stir beautiful wonderin little stoppin guitar ya blame farmland aint dust baby lookin talk dont way hand heart old country start walk theyre track wishin thing girl want always everybody smile ever woah-oh invisible kick beside sometimes room mind hypnotize never guy sing party back boy girlembed mine keep change
A Little More Summertime ; Jason Aldean;A Little More Summertime by Jason Aldean.txt;instead beach summertimeyou grey bit warm cold stir wave little september board tide hold sun would hang friend summertime nobody stay old memory blue fire longer southern around brace ever still whisper could water crazy sky forever enough never miss leave town another foot wind blow day arm think
A Lonely Night ; The Weeknd;A Lonely Night by The Weeknd.txt;na-na-na-na-na position gas apart somethin ayyembed use lonely good apologize us baby would woah rethink time girl together da-da-da-da-da-da ayy na-na-na-na translationsportuguesturkceenglisha woo intention no-no-no-no-no love unruly ho lead life nothin bring hey night decision keep
A-YO ; Lady Gaga;A-YO by Lady Gaga.txt;whole cover ferrari road hate city rail shake gravy mirror blaze light rev unravel real spin baby yoembed drippin lace spell southern track burn body aaaa-yo tearin a-yo fast marlboro smoke never hey wait da party face pack play breathe watch gravel fake blow cast try smokin
