title;artist;filename;lyrics
1 Night ; Lil Yachty;1 Night by Lil Yachty.txt;yachty swear ice need nightyou wife twice put good bottle joe bitch reevaluate front god christ nah baby call gang every homegirl block average want sprite hell sip promise single tech picture trippin season love street life trife four lay night hoe dirty spend fuck
1-800-273-8255 ; Logic;1-800-273-8255 by Logic.txt;even right alive melt move give finally live alone anymore underwater road precious pray little travel hard low translationsdeutsch pain god care hold light today call every reflection first though head drown nobody shed callin heroic -- matter lover reason thing time long want somebody leg feel without save deep woo chest-to-chest die thank anymoreembed place snow stare everything show breath hurt tear mind life believe lightness talkin never relate night lane mine cry air dark phone tryna day ta think home shit
1942 Flows ; Meek Mill;1942 Flows by Meek Mill.txt;doin quote woe mansion corner music killin pray quarter downplay bottom interview fold pop rain dead frenzy real flow rap mean gang rappin though fact loss king nicki form ramadan jet meek plan best sippin mr upset everybody takin scoopin goin raw shape ethika fast life servin miyagi dollar night pack math tryna rise jumpin ta teacher even eatin news brick act give young dawn point jazmine window hate shot weapon chasin city gate line shootin stop diamond wraith whore seat new jesus impala block stash trump always cross dope busy field domino since wendy milly look usembed mom show kill private yet nothin business bentley sucker ounce rim straight play all-out harden dream power thotties pool cool fuck spendin try stamp shit least poor dyke palestine need lean pull starve turn momma buy put ghost use mil sleet blogger store queen light feelin win bag cut baby half way call every gettin nigga head smack son lose ever still niggas slow cash flip respect money killer molly cop poppin gym weirdo seein talkin reachin never goal leave school ambiance catchin thousand adios crucify prove billy chip bust sell heard damn truck daniel thorough move fall somethin breakfast break litty hermes tour gossip trap white dotted tellin trim bitch gold phantom us bike totin friend war sellin ask start baddest wo thing time sign uh snack ross write bossy sullivan arrow two knock crib ceiling softly water fiend zero scene glock cocky enough back rob patek day meet soul k
24K Magic ; Bruno Mars;24K Magic by Bruno Mars.txt;rocket right bet dip throw give break sound hashtag wooh hustlas fix verse yo put jocking wake cuban ring hard bitch color ya player pop blame pinky bad invite hand friend toe first red head jesus blue fight link walk fresh pimp around ugly translationsportuguesk gangsta time girl want uh second sip showin fault tonight set money designer wear everywhere whoop moon look bless show girls fine sky soon hurt dangerous guess preach shoe ready hey magic ass party back face haha mink high inglewood many keep watch air pocket feeling spend pretty man karat try ta mad shit
2U ; David Guetta;2U by David Guetta.txt;give translationsportuguesu name eye crime share wake mountain clear amount ya limit bed speak every heart head wo want climb promise cupid arrow none lie blind empty youyou love sky fly open breath tear mind life intertwine miss keep cry watch regret air steep soul ta
4 AM ; 2 Chainz;4 AM by 2 Chainz.txt;sell right damn extra alive result dip providin throw anytime break type pull drench reference daughter slime watchin really turn trap hope buy surprise last killin send wave use tellin bro top pitbull game quarter exercisin drop location record okay anything hard bitch playin stop god flippin pipe-up pop rack hold slabs riccardo light partner bag boo pin cut baby carter trappin lookin half would way bill group scope call tequila gettin nigga netflix first champagne next though head new nobody tec sellin strong miami representin king sauce start surprisin surgery reminiscin practice time rapper sign pickin spaceship durag squad best side leg askin pride mama cloth rollie everybody rock crackhead still hit niggas tisci birthday bos escobar ep please charm money perfect end aim clean cake chillin bullet-coupe house collegrove m-m-m-murda flick drive spree poppin hype living fine job lit sky skrrt deserve open bb throat drug dangerous life necklace different free-free struggle p kind believe jeweler crewneck talkin thatembed never deuce pregnant bootleg dollar party back zz boy corner night straight crew duffel keep watch dr. service vagina fuck jumpin try change
4 Da Gang ; Future;4 Da Gang by Future.txt;case even cup star chopper ice garage birth mansion big bird bugatti pull give eighty daughter slime trigger homie buy last put firkin hate demon steel use boot ex firk quarter verdict cost wake run tues drank mud pain check stop impeccable diamond spoil god profile fade dead third nah flight lake certify foreign light pluto bad real baby mile way bill gang every plastic nigga bank noon reach though red first nobody stay gun late shed workin walk seven guilty wo son around funeral percocets thing jet time thursday grandma want murder help itching rollie mama seth rock worry ever past still hit car ta birthday without freebandz finesse money nine none woo cake die j two fifth class moon drink away place look semen kick hype mom figure everything show book private kill street death plead seal room audemar task plain tear drug faint p believe code precise overdrive slatt guy never trillion da avoidin grieve homies face night high straight casino patek dirty forbes hoe substance keep safe beat spend jerry day rice controlled rockstar arm letter change k
4422 ; Drake;4422 by Drake.txt;space trust outer ever plate break halfway lookin pearly much never call translationsturkce build runnin away upyou gate run fear change
444 ; JAY-Z;444 by JAY-Z.txt;right hook peen even pay whole eat replay wish mar peer tylian warm pull give wrist cover spittin wet audemars last canteen killin cold chasin strap dumb bean drop good band run fright hyper shittin meat bitch jean lot hall broke pop rain cock corn option stack opps codine sun airborne bad cut carry dick moppin xans rap beatembed mean freddy porn nigga bury next caffine jay-z blue command sight green hoppin block track pistol dissin routine shopping plan motherfuckin copping broad pussy mourn ruger family twerkin ap lil hit niggas stage bear ta body tonight year money bullet hunnids opp clean molly since krueger weekend course could fish cuisine die sardine two tootin flex interrogate kick hop doubt film keepin fast fly scene icestorm hailstorm norm life drummond diamonds talkin screen grind never cadillac hot ass back boy full high another keep tylain swarm beat pocket horn day causin fuck man shawty tweakin change scary tuck shit
444222 ; Lil Uzi Vert;444222 by Lil Uzi Vert.txt;right pay eat need pull lighthouse slime cover wet chee really white hate thirty shine aboard okay shake bitch that-that-that-that-that-that diamond bored rack us foreign waist-deep way call every uzi hundred nigga three nail new jay-z woah fight sauce walk eight rest reason hammer girl huh lamb broad everybody lil hit slow niggas ayy dial maaly deep woo raw course morning dog million water beauty impressed fast speed lit pipe skrrt yell towel pullin drip lorde ready leave wait honda pit four jam back count thousand guap night bulldog grip breathe watch mixed phone day rockstar fuck buh accord tuck
80s Mercedes ; Maren Morris;80s Mercedes by Maren Morris.txt;even move turn glitter last white got radio top practicality good run mercedesembed hard benz pop r-ready sun baby starlet call every teenage seat leather head old sweeter ride mercedes time girl want r-ride hell still saturday decade feel dash roll classic jacket hard-to-get drive ray-ban sky summer guess hula ready hey school machine age shade night pink build neon keep dream beat pretty soul try
A Guy With A Girl ; Blake Shelton;A Guy With A Girl by Blake Shelton.txt;right walkin star funny ice im eye watchin stand alone turn heartbreak cold stir beautiful wonderin little stoppin guitar ya blame farmland aint dust baby lookin talk dont way hand heart old country start walk theyre track wishin thing girl want always everybody smile ever woah-oh invisible kick beside sometimes room mind hypnotize never guy sing party back boy girlembed mine keep change
A Holly Jolly Christmas ; Burl Ives;A Holly Jolly Christmas by Burl Ives.txt;street time case cup ho ding-dong-dingembed best somebody kiss christmas ahhh ding-dong-ding hello year golly everyone wait friends cheer ding-dong-ding-dong holly hung jolly snow meet walk hear mistletoe ahh
A Lie ; French Montana;A Lie by French Montana.txt;pay boss coke tongue ow restin read bet musica chapo maybe teach somethin give cheerio fraud eye karl stand really hope de fix rockin cheap cold hate put choker wave use little shine stockton problem ex game rep cement max city good line run invest bitch lot malone stop treatin video unthreatened fuckin us wristband la baby neck icon dick whore way gang call sock every hum hundred nigga fun cab twirl charly though red re-up heart new head rumor stay late hear bein block son either time girl level want always bun sippin plan bustin uh box hit oww feel year mami bent lie threaten harry bite north house six kick sad show love street skrrt deaded choke ether room comin quicky life guess spread smoke kickstand trudeau talkin bring hot school daddy back yep boy thousand montana homies cloud pack full haaaaan play cereal leanin mine legend beat tryna day mothafuckin man spendin true shawty try ta think home shit
All Da Smoke ; Future;All Da Smoke by Future.txt;sell truck whole quote eat deal rear ice dear big move brick lean break wrist slime moly ticket music turn buy celtic instrument put white shot dolce imperial mil far slum swing drop city run dig ring dawg bitch brown stop diamond feed god rack swat opps fund feelin barry bond smokeembed bando half way college gang parkay sock every hundred superior penthouse nigga fork three wipe woop thinkin head shit fact aw gun miami wheel chanel tommy start green block nose time deer holy whip sign huh trade want tall become sittin box rollie everybody dope rock cartier still traffic hit ayy bos cook frame lift cash thugger money countin woo goin windmill could dog fish two loud ear homicide crib budweiser poppin living show kill private crazy skrrt seal room fox couple smoke chance project slatt factory miss leave bring school bentley da brrt ass kyrie party back heroin count stackin play pom-pom coco floor sloppy runnin dark blow feeling pyrex ten-four day fed backyard putang tot
All I Want For Christmas Is You ; Mariah Carey;All I Want For Christmas Is You by Mariah Carey.txt;happy even list right wish need christmas sound translationsespanolturkcedeutschfrancaisall stand really tree send present shin ring tight lot care nick hold light baby laughter stock much hang fireplace stay underneath ask hear wo thing want door ever pole tonight bell brightly everyone please toy everywhere could outside click north snow fill reindeer ah bring wait awake magic sing upon keep air day mistletoe santa true saint claus sleigh
All On Me ; Devin Dawson;All On Me by Devin Dawson.txt;meembed woe bet need fall lean anytime number really put cause world trouble anything low us shoulder baby much way call ups nobody free hear dime fear ride relax time girl want add side inside ever slow feel everything roller sometimes mind life strip lay heavy count town high another cry coaster beat hesitate weight mad
All The Pretty Girls ; Kenny Chesney;All The Pretty Girls by Kenny Chesney.txt;sell pay shut playground bet big outta cover dodge l.a shoot hate cause pick good mirror hold whiskey light talk call underwear sheriff friend preacher red head blue free hear eight seventeen blink girl somebody lose kid ever busy wonder slow saidembed tonight south place devil roller breath kiss summer waste lay boy town high dream blow pretty home hair
All Time Low ; Jon Bellion;All Time Low by Jon Bellion.txt;right example knight girlfriend name alone fix movie put ghost shin l-lie hide low masturbate stack light concentrate would call candidate prototype reason time want pride armor perfect lowembed lie look aftertaste love cd lip broken hey mine try shit
All We Know ; The Chainsmokers;All We Know by The Chainsmokers.txt;right flame coast maybe fall apart cover anymore chase road window city color care fade hold bike wire bed pass hang chicago heart rhythm fire fight lover ride burn together still hit end everywhere knowembed two street different smoke forever waste never onto face keep blow feeling beat
Almost Like Praying ; Lin-Manuel Miranda MISSING;Almost Like Praying by Lin-Manuel Miranda MISSING.txt;exist song lin-manuel pray seem miss almost miranda
Alone ; Marshmello;Alone by Marshmello.txt;feel way alone translationsportuguesalone back nothing try find home
