title;artist;filename;lyrics
03 Bonnie & Clyde ; Jay-Z;03 Bonnie & Clyde by Jay-Z.txt;doin right comfy even happy walkin girlfriend dudes b gas thorough burberry need whatever rider surface give lack break young eye cruisin hermes put cause lens occur thats problem date drop city necessary anything hard benz bobby stop trust suppose boyfriend us fever shoulder work bag trippy today behind talk way speak hundred mashin hov new nobody hercedes grabbin swim wheel workin soldier be-atch wo track ride reason time girl together aviator timbs somebody sin clyde kid worry ever focus rid promise respect perfect end mami wear could blind westside yeah-hee manolo place look earth birkin six keepin show roller holla love soon sometimes uhh hurt bonnie sex life necklace believe ready carrie back yep shade blahnik nothing keep breathe whitney air highway trip lock mad treat
1 ; Nelly UNCERTAIN;1 by Nelly UNCERTAIN.txt;morphin shady j.j. lemonade tongue maybe order simply outta pace fuse really music tough chunky woman killin piano earnhardt pupil kryptonno odin superhuman maintainin gene ugh ha-ha hall ya pop dead pill masterfully pat bad scribble rap pissin common mean monica eliminate pharoahe though nobody fact channel king fight walk seven rapper skill-a-holic want add everybody f-bombs fab ray feel ricochetin elevate brat robot away dre doberman speed happen hip-hop ak- special nuisance backpack mind burst life crack kneel levitate struggle nice chicken lemon mistake thaiportuguesitalianodeutschfrancaisespanolcymraegrap ren brutal attempt knot acrobat slap rude bomb noodle normal cable table wack fell n.w.a ta case even something pay columbine easy fame pen lyrical fad celebrate inspire give asgard glue aftermath fading hate league gay ironic wake clinton line anything mainstream pinch ball song lunchtime suppose work doc mathers gay-lookin elevator grow lookin church disastrously shock future truthful translationsturkce bananas thinkin seat new ill accolade homage wheel track around rippin dooma-lumma sleep dale trash rappity alcohol bake word hit shabazz rubber roll packin cornrows sure nod park somewhere since flock underground consideration cake could thank doodle product vehicle bitter computer look earth fatal realize mom keepin unsigned show kill rhyme immortal lewinsky comin rap-bot curtain batter stunt nothin grind period match yackety-yack wait brung straight play nothing able many nascar may blow feeling label gather fuck man arm rapunzel try boyz ramen shit sacrifice understand least inadvertently flame position secret need indecent throw omnipotent buy shoot verse put planet practicin use mass-occur yella little youthful occur half-cock eazy good mac construct god pad feelin censor appeal people half fat way .kembed call raygun every summa-lumma confuse head hella station havin wrong racin discrimination mc pointless rodent murder motherfuckin help broad actually box general askin lose hatred syllable livin ever still pac oy hurtin zod motivate combine skill student fucking sympathetic satan immediately bumpin funky portal lp j bus innovative fabolous poodle faggot moon jealous punchlines everything devil love tug profit versus sometimes revolver hurt couple lead fag singin flunky chance talkin retardbe never overseas school demonstrate heavy key full immortality cube mine pocket utilize slim must prove think mad honesty walkin minute big exact fall break supersonic rage human white vacation futile angel radio junkie zombie masterpiece thor game drop honest trouble attack vey hard front color stick tongue-in-cheek barely fuckin skin exuberance asteroid situation nutsack bill speak dippity-hippity rund.m.c. root rough next hungry trailer crap wrath warp assumin ask hater yap-yap lakim find virgin time shame plank sign long devastate maxi phasa office induct hell uh beginnin patient kid rock mayweather crunch write laptop handin audience scratch place capable monch honestly million six pew bully witnessin thumb flippity basically forever enough hey back boy face drunk keep rakim watch wall day meet trip
19 Somethin ; Mark Wills;19 Somethin by Mark Wills.txt;least stuff whole shave star wish big stretch -something somethin memorize card break finally put bell-bottoms skate shuttle world baseball staubach scar jean trans pac-man shoebox cut-off ams saw grow pant lookin would sticker suv armstrong war first new mtv old aw parachute eight evel microwave time roger responsibility trade mama inside kid -somethingembed daisy decade mortgage black woo die elvis pattern hair-do look duke rink fawcett love sky sometimes cheesy couple dad tape rubik eight-track farrah sideburns back full knievel dawning cube cry watch day man backyard arm fell space afternoon hair
7 Days ; Craig David;7 Days by Craig David.txt;something damn deal david sunday cinnamon need deny monday break name number chill stand live really tuesday alone hope beautiful digit decline hmm quarter date cost bottle rendezvous ring honey craig endless front queen check subway care moet real baby way lady fair call friday three friend first chat ask start walk update block around thing time thursday long girl tomorrow always plenty past saturday unfold impression feel body flip sure nine since keen could two wednesday away drink look six kick love fine oh-oh special couple mind kind talker wait back age twenty-four night seem play smooth mine phone pretty day meet man must ta think home
A Little Less Conversation ; Elvis Presley vs JXL UNCERTAIN;A Little Less Conversation by Elvis Presley vs JXL UNCERTAIN.txt;satisfactioning shut eye music coat put use articulate little dig satisfy baby talk groovy heart late fight along start walk conversation satisfactionin around grab procrastinate girl spark sit aggravation please tire less listen bite close show open action mind summer bark ease hey mouth wait night breeze
A Lot Of Things Different ; Kenny Chesney;A Lot Of Things Different by Kenny Chesney.txt;even alive yellow sunday wish dip beg pouring push carson name cover stand afraid buy last umbrella nearly band trim shake lot god rain dare hold saw bedroom bad taste much people would church hand call brother war red head ask blue green thing time grandma want mama without paint listen could elvis morning bully love hurt kiss dad skinny differentembed different dance chance enough boy town night nothing play jenny touch spend dress change think
A Moment Like This ; Kelly Clarkson;A Moment Like This by Kelly Clarkson.txt;something thisembed fall last share catch people almost would dreamin great lifetime tender moment explain search feel cherish could agree everything beauty love crazy happen special meant kiss believe forever remain wait awake dream may meet change think
A New Day Has Come ; Celine Dion;A New Day Has Come by Celine Dion.txt;miracle hush eye joy angel world wash good strength theres pain rain hold sun light blinding shatter almost new drown strong shed fear find time long everyone away darkness fill love mmm sky tear believe weakness ohh wait boy wall touch dark ooh-ooh day soul think
A Thousand Miles ; Vanessa Carlton;A Thousand Miles by Vanessa Carlton.txt;crowd walkin need fall homebound precious us hold ahead mile pass would downtown way translationsfrancaisa blankly drown memory walk wrong time always ever livin still wonder tonightembed tonight could starin everything fast sky oh-oh pas miss thousand face belong makin think
A Womans Worth ; Alicia Keys;A Womans Worth by Alicia Keys.txt;right read need bubble deny give refuse buy last woman bath put world worth good line run diamond song hold light mm-mmm uh-uh real baby mile do-do-do-di-di-di-di tenderly do-ooh dinner bluff rough first shit spell do-do hear walk wrong find around time always uh candle lose smile promise please fairly cherish could mm-hmm show love cruise passion grant mm-hm never ohh pearls sing sibba-dibba play dough nothing treat keep ooh-ooh value choose man true mm
Addictive ; Truth Hurts;Addictive by Truth Hurts.txt;og addictive c-note pan cup scream secret tongue turnin need fall break give master number specialize stand yes alone revlon put joy planet wed pray use hood boot world thats anxious game bling date good okay anything hard low complainin queen innocent pain stick ya rapid scandalous care ball quit twist pedal light achin ahead speakin baby scent addict lookin half way lady brawl till hand ghetto gettin hundred ups rough toe though red war head plus ask strong team freakin late king habit entertainin loot brand fiending fan thing od spontaneous girl complain lawyer plan candle hit victoria fakin glow tonight set tryin clean mill waitin jail shootouts million fuss water fill rule kilos pot kill silk fur holla love street fashion bedspread page gram wherever drug sex guess concern contagious persuasive layin fetish never return addictedembed automatic wait hot thinking dollar lung back high another build bail keep breathe squeezin rise man hotter arm makin spot ta fuck trip home shit
Aerials ; System Of A Down;Aerials by System Of A Down.txt;ah-ah-ah sky aerial always omyou find mind lose life fall void ah word eye never waterfall ah-ah turn river put eternal high play swimming stay wall free drink swim prize hear small choose around
Aint It Funny ; Jennifer Lopez;Aint It Funny by Jennifer Lopez.txt;right even funny wish move push deny live afraid de far ironic loca circumstance barely hold aint real baby way part mean story strange every romance though fate heart felt emotion fact stay free less-than-perfect longer wrong find thing moment somehow want explain plan side ti feel set perfect deep could picture away alter doubt love yet sometimes enamorada mind life guess believe estoy chance never back cruel create thousand face youre seem play touch feeling true try change lock think understand
