title;artist;filename;lyrics
(I Hate) Everything About You ; Three Days Grace;(I Hate) Everything About You by Three Days Grace.txt;time yet stop translationsturkcei scream roommate still hit miss sigh awake every hate lie keep feeling everything think love
(Theres Gotta Be) More To Life ; Stacie Orrico;(Theres Gotta Be) More To Life by Stacie Orrico.txt;something chase lifeembed satisfy deprived every thinkin next thing time moment want always inside door search feel sure empty trippin oh-oh life waste halfway miss wait onto high must temporary slowly ta
03 Bonnie & Clyde ; Jay-Z;03 Bonnie & Clyde by Jay-Z.txt;doin right comfy even happy walkin girlfriend dudes b gas thorough burberry need whatever rider surface give lack break young eye cruisin hermes put cause lens occur thats problem date drop city necessary anything hard benz bobby stop trust suppose boyfriend us fever shoulder work bag trippy today behind talk way speak hundred mashin hov new nobody hercedes grabbin swim wheel workin soldier be-atch wo track ride reason time girl together aviator timbs somebody sin clyde kid worry ever focus rid promise respect perfect end mami wear could blind westside yeah-hee manolo place look earth birkin six keepin show roller holla love soon sometimes uhh hurt bonnie sex life necklace believe ready carrie back yep shade blahnik nothing keep breathe whitney air highway trip lock mad treat
19 Somethin ; Mark Wills;19 Somethin by Mark Wills.txt;least stuff whole shave star wish big stretch -something somethin memorize card break finally put bell-bottoms skate shuttle world baseball staubach scar jean trans pac-man shoebox cut-off ams saw grow pant lookin would sticker suv armstrong war first new mtv old aw parachute eight evel microwave time roger responsibility trade mama inside kid -somethingembed daisy decade mortgage black woo die elvis pattern hair-do look duke rink fawcett love sky sometimes cheesy couple dad tape rubik eight-track farrah sideburns back full knievel dawning cube cry watch day man backyard arm fell space afternoon hair
21 Questions ; 50 Cent;21 Questions by 50 Cent.txt;easy tongue cent need whatever ashamed letter teach support chill italiana dogg human hope put babe cause use little nate burger quarter peel city good anything benz thuggin jean ft. father twist trust catch shorty hooptie us work feelin someone cap bond bed mentally traduzione rap would fat century friend nigga translationsportugues next new ask king ride find thing provide time girl want tomorrow soulmate side chick askin inside smile kid still hit feel write flip deep cake could bus starin drink drive lah bless figure hug answer everything love crazy happen nightcap sentence york hurt disappear believe stunt enough leave mistake bentley style back count twenty-one dream cry question lovin tryna poof fell smell ta lock mad usembed treat
24s ; TI;24s by TI.txt;right damn nuttys yanke host german bet big whatever brick tray throw pull give village corner wrist young yankee stand live glue homie vip triple cold cause window alandra steel voice ot pray vama obg thats problem worth longfellow city run forget spit lyricsoh stop rag twist catch compton vay greenleaf g map shoulder saw aint real cut flow grow baby dont cam way mean gang every old-school guillotine nigga left discussion holster blood pea next outlet raise new dicky twin monster old blue team free soldier dresta slam son block ride slide turf grab loc thing dedicate welcome long want nutty obgs rollie step sit cemetery kid bow hit central tty without write thriller set sweet bezzle end nine locsta wise die dog crip tint wow westside drink look stadium echo slip hop rip stink love street sky fly wouldnt dotie scene wherever granny sherman life guess female pour forever vein refrain wacky never miss arrive brody economy scooby school wit daddy sing ric party sleeve back boy sucker dang nbc straight hat nothing hoe regret wall blow cuz day mentalitys hustler slowly change home shit
4 Ever ; Lil Mo;4 Ever by Lil Mo.txt;happy slidin issue bout aisle f-a-b-o give name young juan wife stand live point buy last babe cause white game lifeembed nowhere good trouble band run us hold headin sickness baby pant way part hand future superwoman gettin thinkin head san wedding stay upsettin start walk rest ride thing long dedicate girl together plan always settle kid ever family lil tire sure m-o goin sayin die happily house til tux forgettin love crazy death tan health marriage life forever chance ready official boy play likelet lovin man must change home
999% Sure (Ive Never Been Here Before) ; Brian McComas;999% Sure (Ive Never Been Here Before) by Brian McComas.txt;right even walkin likei move whoa point beautiful good map way strange new nobody around lyricsyou want tangle ive inside ever word feel sure since begin state look everything love yet scenery tumblin never beforeembed wonderland ninety-nine stumblin change understand
A Few Questions ; Clay Walker;A Few Questions by Clay Walker.txt;star need outta chase put world good line tight hold ahead bad baby people mean hang war loving st. free hear seventeen lyricshow criticize always add kid second still ocean wonder bear cousin crash feel tonight year child somewhere hadyou jude die two moon place look fill prayer love sky unfair guess chance never guy seem build many dream mine question day man try home understand
A Lot Of Things Different ; Kenny Chesney;A Lot Of Things Different by Kenny Chesney.txt;even alive yellow sunday wish dip beg pouring push carson name cover stand afraid buy last umbrella nearly band trim shake lot god rain dare hold saw bedroom bad taste much people would church hand call brother war red head ask blue green thing time grandma want mama without paint listen could elvis morning bully love hurt kiss dad skinny differentembed different dance chance enough boy town night nothing play jenny touch spend dress change think
A Moment Like This ; Kelly Clarkson;A Moment Like This by Kelly Clarkson.txt;something thisembed fall last share catch people almost would dreamin great lifetime tender moment explain search feel cherish could agree everything beauty love crazy happen special meant kiss believe forever remain wait awake dream may meet change think
Act A Fool ; Ludacris UNCERTAIN;Act A Fool by Ludacris UNCERTAIN.txt;doin clock hide-away eye smithereens county road woman cold club bottle evacuate ya pop pedal bad bed wide tv hundred grain reflection rollin middle anti-freeze stay late doctor trunk five folk wad side robber everybody dash clean hole suede kick fast mission mob tear disappear finger blowin compartment mouth golden weep gim runnin ben tryna home even fool shut bird act point beez ridin last triple sheep peep shake stop catch flap hold trick lady affection super-charged seat red new plus blue fire wheel barbeque block stash around brand candle traffic gull year kinda please park radar since paint over-stepped empty computer camel clip ahh stare punk street cruise whatcha print shoe ready anyone pit bid rim seem crew another tipsy blow man fuck change spill shit stomp read throw pull gear stem buy put gat east f mirror tank wig people way roof call rug heart ride twelve shift somebody beam lose q still lil cash glove windshield south cop fifth girls love job open piece talkin hill split hustle weave floor dirty think heard whole headrest apart break name tree trap scuff sticky bentcha junkie drop john bitch handle speaker front stick furious fuckin pair skin week talk bill shotgun friend steer trailer -- slide boundaries license plate grill car birthday donut two drink crib slip pot pout hitch building smoke off-ramp wood hydraulics startin back boy fifty drunk fantastic pig poof trip hair
Addicted ; Simple Plan;Addicted by Simple Plan.txt;happy need ok run forget care mile addict dick anyway hear time long want still heartbreakerembed end since could deserve pretend never leave heartbreaker wait thousand keep mine day meet true try think
ADIDAS ; Killer Mike;ADIDAS by Killer Mike.txt;early happy even law something adidas deal r. nathaniel star dip need move frolic coochies act pimping reference young chill cover conceal mixin faire jump tour turn demand woman thereembed white missin use ship thirty black-n-decker hood weapon juju game ivory good record trim cuban bone honey low hunt stop daydream diamond catch cane cock pill us ricans pad snatch barry broom sexy elevator baby neck testes cream talk way men group call every brain nigga three toe first preference head youngster test bonneville old plus blue a.i.d.s impala vega smack inseam dna hush-hush track medium cola a.d.i.d.a.s screw thing doctor fantasy tomorrow leg pussy inside rock womb second ever peachy ayy recall promise bos roll tire jack feminine sure friendly grandaddy killer end clean none since shield bus morning crip toothpaste adamsville camel consume savoir viagra personal kill others heifer street boom nature buffoon room groove marion puerto seein mind sex crack female jumping lip strip eighteen chocha cuttin pregnant thick chevrolet freely pit kelly magic genitalia hip back boy meeting hoe dream mine keep ooze grandpappy dark vagina slim day man arm drill lobby prescribed spill
Air Force Ones ; Nelly;Air Force Ones by Nelly.txt;early coupe bout maybe kawasaki sound advice standin twice cold security top quarter owner dyin bottom check army ya near platinum cap real bronco flow behind winter sock string toe compare shelf walk size form candy wider sneaker black none especially pro gum hip-hop edition nice nike hot four night fa gim high-top ta case pay timb bowlin give lakers point last all-white cause shot strap problem peep date band shootin kit stop buyin lookin stompin floppy lace red o-kay pearl blue free flop vuitton inside sit swoosh kinda limited since cake display could fish lime-green look hype louis kyjuan tyin basis cardinal onesembed puma nothin shoe miss wait autograph orange nothing mids may flavor man fuck treat force need ne throw khaki dem buy put dumb good clear store shell electric depend person half fat murphy roof murph head locker wrong green sight ride twelve skittle box jewelry mall dayton lil niggas flip tryin cop wear dot drivin love sometimes never leave wit thanks stripe foot dirty mine spend sole spray damn em whole minute purple big crispy ten somethin scuff yo white burrr low-mid kiwi low tight color gold pair pin gray excuse three first leather genie hear tip-top fresh flip-flop time sign kid patent write ali lee two gut personal fifteen spur chrome summer tape wood switch outrageous purpose back boy face high dough wildin keep air touch ankle
All I Have ; Jennifer Lopez;All I Have by Jennifer Lopez.txt;right instead easy minute need think whatever nervous act break sound chill live alone oh-oh-oh homie last yo put creepin cold use thought game lonely good wake run change stop hold ahead bad real baby independent much people talk way beefin mean reminisce bounce actin phony aw block son matter tender thing time shame mistreat girl huh want explain always uh pride settle playing ever still promise angry without essence feel sayin could especially giggle everything love fine crazy console special kiss cat mind life believe cocky path replace waste laugh leave wait mistake reppin boy town haha night decision nothing phase touch spend man spot choose prove ta lock mad home understand
All I Need ; Fat Joe;All I Need by Fat Joe.txt;even something swear bout need whether give outta wife stand tour embrace alone hour woman creepin cold reassure share world truly pick worth hide good strength ring queen studio god care trust suppose exceed hold work bad la manage baby independent lady speak swallow happiness till goddess college hand future accuse every amaze nigga first raise heart colombian nobody stay strong hear start history wo son jose grab gangsta time huh girl always wisdom somebody chick askin pride oooh xembed still word promise feel tire respect assume lie except could trusting picture moon dre hole earth crush bless stare idol show else love speed deserve scene everyday hurt yea regardless title life knowledge repeat grind never guy bring hey oooooh labeled dollar back boy haha town stray night face seem nothing embarrass cry phone adore cuz day cool man accord true lock think home
All My Life ; Foo Fighters;All My Life by Foo Fighters.txt;something need satisfies deceive give wrist rope hate ghost hide nextembed twist bleed hold taste closer wide weight next prize find reason around long inside lose search feel resist end delicate away close love open lead life believe believer waste never leave hey sleeve knee night grip another nothing keep dream feeling day
