title;artist;filename;lyrics
(You Want To) Make A Memory ; Bon Jovi;(You Want To) Make A Memory by Bon Jovi.txt;use good line dig ring god understand baby dont hows reach translationsportugues ill stay old memory ask lifes hear reason time photograph want always plan solve smile sip bittersweet memoryyou hello tonight write kinda could be- look kill else melody couple mind steal life piece leave whats hey sing key breathe phone tryna wine mystery laugh hair
1234 ; Feist;1234 by Feist.txt;changin cart alive apart ten eye cozy hope buy put cold little scar woo-ooh boys three teenage heart old heartyou long want five door horse youth bitterheart money nine lie breakin two sleepless six love oh-oh tear leave four back night nothing sweetheart
1973 ; James Blunt;1973 by James Blunt.txt;time song rain always clearly wish skin light guess saturday sober would call sing journey every club seem night morning though could play tune simona old strong stay memory etch
1st Time ; Yung Joc;1st Time by Yung Joc.txt;right hook sutra teeth easy secret unwind ricky dat fall push give joc chill jock sound live dirt demand bath yo rollercoaster top wash spine city john drop line expectin low button ya song pop energizer shorty nah work ooo bad goodnightembed real baby cut talk blushin way drippin climax nigga friend first new nobody twisted wrong block wo relax i- soft time dovey satin long girl yung welcome best motion mr j-o-c rock still hit mmhmm slow cousin feel body peach aftershock whisper roll sweet st south goin entertainment non-stop tummy bunny thug look slip imma remember shower love crazy sometimes m.h beware kiss mind sex sheet lovey mo seduce introduce grind rinse leave cuttin hey tempt hot daddy boy nothing keep mine watch vicky touch blow lovin tryna adore pretty day man must smell shawty ta cherry karma
2 Step ; Unk UNCERTAIN;2 Step by Unk UNCERTAIN.txt;right hook function f-r-e-a-k whole cup hoopa easy alright tongue follow ricky lean pull freak young eye ratchet turn eeeiii thizz top dumb rep pick drop thun dougie bottle shake ha bitch koopa bobby finnattic fade song fuckin pill us bad cut taste lookin sorry dont would gang nigga drunker head goodness middle t-kruger king along wrong hoova frown grab thun-nun girl skittle tomorrow sippin somebody chick step hit car ayy takin mothafucka goin sayin waitin two house scoopa fast hoola ho brake summer inc. ready remix never thun-nunembed party back moola boy face night turnt crew keep day fuck poopa shit
4 In The Morning ; Gwen Stefani;4 In The Morning by Gwen Stefani.txt;meembed right alright need give finally really last worth wake lot sun baby would till fair stay fight find time sleep want lose ever feel save complete please handin less lie morning moon remember everything love hurt tear guess pour escape four night another nothing sink safe watch dark day true change think
A Bay Bay ; Hurricane Chris;A Bay Bay by Hurricane Chris.txt;right gurl crowd yellow bar star chopper big throw lean dem freak pull dubs stand ridin turn hope limp put club white cause shot ok bright shirt shine game swing band bone low finna brown skunk diamond gold ya care song chain unpop boyfriend prolly stack light trick bad mug real baby canary patron chirpin people talk behind roof hand hire hang reach bouncin seat rollin ask holdin fire walk wrong baddest pimp saint find wassup vuitton gangsta candy burn creep stuntin trunk folk chick everybody bucking holler car rubber crunk takin hotel expedition please cash pic hunnids sweat paint park thru goin upembed j booth wen drink thug trippin dopey wat look hop followin louis show chevy holla choke hollerin groove piece dance stunt bay shoe bang mouth hot da style back key boy straight play foot drunk floor dj mixed blow tryna cuz rise man trip fell try ta think
A Broken Wing ; Jordin Sparks;A Broken Wing by Jordin Sparks.txt;sunday wing give break eye last shoot window angel little spirit bedroom carry church note flyyyyyyyyyyyyy lord find ever still wonder morning wingyou earth ground everything love crazy fly sky blowin curtain believe broken leave ought sing back breeze keep dream cry man dreams
A Different World ; Bucky Covington;A Different World by Bucky Covington.txt;right sunday cover turn disappointed pray world game satellite store pledge mother playin video bike someone would tv every three lyricswe friend lid proof seat bridge team channel start allegiance misbehave chorus time girl always kid base still car belt bear try garden paint outside drink crib water close helmet lead life different smoke worldyou hose rode school daddy bottled boy day child change
A Feelin Like That ; Gary Allan;A Feelin Like That by Gary Allan.txt;right fool coast follow act midnight eye lyricsi chase road shoot flyin thrill race world thats reef chest hard catch saw light feelin sensation lookin half way spain till thunder great felt heart head compare blue start sinsation find around bull want tangle step dive hit fallin tryin deep everywhere searchin close open breath life ah nothin vains australia thatembed barrier back thousand likeit face town seem another looin wind lightning runnin pushin anywhere
A Great Big Sled ; The Killers;A Great Big Sled by The Killers.txt;something wish big snowman christmas ten break sound live alone chase last pray little thought merry bone mother innocent chain god rack flight work bed grow roof strange brain make-up proof great red head sprinkle hear eight find around time long girl want inside kid still wonder sled tonight bell roll toy sweet hollywood peace shape tap weekend robot earth snow love street soon ho action already relearn finger never bring awake boy seem night wonderland dream mixed dress change
A Womans Love ; Alan Jackson;A Womans Love by Alan Jackson.txt;thing plead god hold kiss lose need grant love taste waste never miss resist grand woman curse face worship hat thank little felt place loveembed adore anything try understand
All For One ; High School Musical 2 Cast;All For One by High School Musical 2 Cast.txt;right even alright beach move celebrate jump finally oneembed really turn last share top good hard stop sun work real closer today way mean future every fun summertime strong rhythm start moment time join girl together want everybody rock ever past feel single roll everyone woo everywhere could begin uh-huh everything show translationsespanolall deserve e-everybody drum groove summer pas dance forever never guy miss hey party another day makin
All Good Things (Come To An End) ; Nelly Furtado;All Good Things (Come To An End) by Nelly Furtado.txt;flame dieembed fall pull young really travel drop exit good clear forget pain stop daydream rain sun reality dust stress would way friend new stay lover barking thing dandy want become wonder feel set less end die could tune dog away moon honestly hop living everything whistle sky gravity soon salvation life bark miss bring cloud restless dream cry feeling day
All My Friends Say ; Luke Bryan;All My Friends Say by Luke Bryan.txt;crowd truck fool bar star throw act clue really shoot club cause little worth good wake hard broke billfold cain hold work charlie sport hand call home friend chair raise heart start walk find around thing time girl rock kid stereo comeback sure clothes everywhere elvis remember show yeahembed crazy crank tan double smoke pour rocking party yay neon beer cry must hair
Alyssa Lies ; Jason Michael Carroll;Alyssa Lies by Jason Michael Carroll.txt;playground brush need big news monday eye cover anymore cause little tear-filled swing run lump god calm bad grow classroom today much would way every friend first felt head new jesus ask hear fear soft thing sleep girl everybody step year sweet tire alyssa lie liesembed look bruise bless mom sad prayer throat everyday room hurt tear dad exactly filled ready school anyone daddy lay face night nothing question meet day try teacher think home
Amarillo Sky ; Jason Aldean;Amarillo Sky by Jason Aldean.txt;sell round pull diesel dawn send pray worth run gold price carry grow tractor cheapest every crop grain dusty stay ask holdin underneath strong coffee lord complain across amarillo ever still family ray body please sure wearin granddad hail thermos ground dry prayer sky toll dad storm never back knee pack full plow another night lunch haze dream day child burnin
And I Am Telling You Im Not Going ; Jennifer Hudson;And I Am Telling You Im Not Going by Jennifer Hudson.txt;meembed even scream darling push im live strike yes lyricsand share wake mountain stop hold finding much way part rough blood though nobody stay free shout walk time liketear want tomorrow best mr ever without please could morning away place show kill love yell mind leave mr. river man try
Anna-Molly ; Incubus;Anna-Molly by Incubus.txt;right something attic wish need illuminate name eye loneliness put ship city good satellite mute care light de-fragmenting anna sober happiness call hang proof fate compare stay prize fire sea time girl together ever wonder please less molly could picture sail wounded others mess pas wait back cloud thousand face watch air distress meet anna-molly persist
Anonymous ; Bobby Valentino;Anonymous by Bobby Valentino.txt;even hook pay whole minute maybe fail name eye sound yes good satisfy hard bobby sunlight iikki-eh hold v bad v-bobby baby much lady hand luck kathy fact strong anonymous dime ride find time girl huh want sir uh step anne feel save timothy-timothy rush lee perfect end mary lie valentino two eh-eh look agree close everything love fast special couple mind klutch life e-eh-e-eh-eh never guy miss match bring pre-occupied back borrow another keep touch spend meet delay try ta think
Another Side Of You ; Joe Nichols;Another Side Of You by Joe Nichols.txt;heard right soccer push woman bath vacation pray world stub far chest good minivan urge honey dead bed stress sport almost ballet talk lady call tooyou four-thirty toe head ask strong coffee fight hear lord hallway thing somehow sleep five side lose smile settle car overdo roll whisper end nine listen could morning class look fuss cuss love job flirty mind enough lay lyricswhen back seem another dream cry watch day fed arm mad laugh hair
