title;artist;filename;lyrics
(Oh) Pretty Woman ; Van Halen;(Oh) Pretty Woman by Van Halen.txt;need give away-ay woman lonely good okay stop talk way lovely stay late walk wo tomorrow whoo help mercy smile pardon tonight womanyou could look street whoa-whoa guess kind believe wait back night cry pretty meet must true home
(Sittin On) The Dock Of The Bay ; The Reddings;(Sittin On) The Dock Of The Bay by The Reddings.txt;wasting ten im watchin live alone loneliness ship bone tide sun mile wee people way head wo rest time dock sittin sit still roll mornin timeembed frisco two away look georgia everything guess nothin bay waste remain leave thousand evening roam watch change home
(youre So Square) Ba; I Dont Care by Joni Mitchell;(youre So Square) Baby I Dont Care by Joni Mitchell.txt;care long want darling hold kiss step sit guess love dance nice baby wonder talk dont way sweet flip hand movie party park toot youre diner night sleazy heart new greasy nobody square strong dark band show else
1999 ; Prince;1999 by Prince.txt;rather even right swear alright sue purple outta last lion destruction wake run stop ya care a-ringin song shh us astray lem work baby people zero-zero mean judgement dreamin roar fun war fight wo around time want mama everybody door worry nation body tonight write tryin woo everywhere die could listen morning telephone two mommy away oops ground fast sky bother happen knockin hurt prepare mind life singin ah dance ready forgive sing party revelation bomb runnin pocket day ta
65 Love Affair ; Paul Davis;65 Love Affair by Paul Davis.txt;act give lyricsi put nowhere clear care bad baby would gettin friend diddy ooh-ee team wah be-bop hear time somehow want rock still dumb-dumb car roll crazyembed end woo drive-in could blind hop doo wop love crazy affair simple wonderful never sing back night pom-pom mine try change
777-9311 ; The Time;777-9311 by The Time.txt;right alright give number sound hate little lonely good hard honey nah bad baby reach ask fire wo lord time burn girl help sittin feel tonight kinda please goin marry agony love fine fast cat nothin rejection waste talkin hey face night high slap phone spend cool
867-5309jenny ; Tommy Tutone;867-5309jenny by Tommy Tutone.txt;happy time others -/jenny girl nerve price always hold saw imagination lose need disturb somethin give name number hey turn call jenny mine wall good dime try change think
A Love Song ; Kenny Rogers;A Love Song by Kenny Rogers.txt;heartache wish need fall apart remind give break sound thrill beautiful share song us needingembed real people way happiness part every romance goodbye heart new memory hear lover guarantee find thing somehow always help everybody ever lyricswhy word feel sure could two likeeach everything love tear believe chance bring leave sing seem cry singer true
A Night To Remember ; Shalamar;A Night To Remember by Shalamar.txt;occasion glad darling live turn demand last cause proud world deliver lasting forget surrender united someone baby toast reach heart understanding wo find tender thing girl together help past tonightembed tonight likeget drive fill remember show love life ready dedication celebration natural back night straight nothing keep safe regret excite power day think
A Penny For Your Thoughts ; Tavares;A Penny For Your Thoughts by Tavares.txt;swear walkin easy penny eye stand usin use ship thought game ball leavin feelin baby people talk behind would hand crystal though confuse thinkin holdin dime girl help nickel darn away love soon kiss mind steal guessing hey thoughts gaze face another mine
