title;artist;peakpos;lastpos;weeks;rank;isnew
Perfect;Ed Sheeran;1;1;19;1;False
Havana;Camila Cabello Featuring Young Thug;2;3;21;2;False
Rockstar;Post Malone Featuring 21 Savage;1;2;16;3;False
Thunder;Imagine Dragons;4;5;36;4;False
No Limit;G-Eazy Featuring A$AP Rocky & Cardi B;4;4;17;5;False
Bad At Love;Halsey;6;9;18;6;False
Too Good At Goodbyes;Sam Smith;4;8;17;7;False
MotorSport;Migos, Nicki Minaj & Cardi B;6;7;10;8;False
Gucci Gang;Lil Pump;3;6;17;9;False
Bodak Yellow (Money Moves);Cardi B;1;10;27;10;False
New Rules;Dua Lipa;11;12;23;11;False
Feel It Still;Portugal. The Man;4;23;29;12;False
Shape Of You;Ed Sheeran;1;19;52;13;False
Love.;Kendrick Lamar Featuring Zacari;11;11;28;14;False
Sorry Not Sorry;Demi Lovato;6;20;26;15;False
Believer;Imagine Dragons;4;25;48;16;False
Him & I;G-Eazy & Halsey;15;24;5;17;False
Let You Down;NF;16;17;12;18;False
Bartier Cardi;Cardi B Featuring 21 Savage;14;14;2;19;False
Gummo;6ix9ine;12;15;8;20;False
What Lovers Do;Maroon 5 Featuring SZA;9;21;19;21;False
Young Dumb & Broke;Khalid;18;18;25;22;False
I Fall Apart;Post Malone;16;16;15;23;False
Meant To Be;Bebe Rexha & Florida Georgia Line;24;26;11;24;False
Despacito;Luis Fonsi & Daddy Yankee Featuring Justin Bieber;1;30;51;25;False
I Get The Bag;Gucci Mane Featuring Migos;11;22;20;26;False
How Long;Charlie Puth;26;27;13;27;False
Wolves;Selena Gomez X Marshmello;20;29;11;28;False
Bank Account;21 Savage;12;28;26;29;False
Mi Gente;J Balvin & Willy William Featuring Beyonce;3;32;27;30;False
Plain Jane;A$AP Ferg Featuring Nicki Minaj;26;31;15;31;False
That's What I Like;Bruno Mars;1;37;51;32;False
1-800-273-8255;Logic Featuring Alessia Cara & Khalid;3;34;36;33;False
Attention;Charlie Puth;5;39;37;34;False
Finesse;Bruno Mars & Cardi B;35;0;1;35;True
The Way Life Goes;Lil Uzi Vert Featuring Nicki Minaj;24;35;19;36;False
The Weekend;SZA;29;33;23;37;False
Sky Walker;Miguel Featuring Travis Scott;35;41;15;38;False
End Game;Taylor Swift Featuring Ed Sheeran & Future;39;40;7;39;False
Let Me Go;Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt;40;55;15;40;False
Silence;Marshmello Featuring Khalid;30;44;21;41;False
Unforgettable;French Montana Featuring Swae Lee;3;47;39;42;False
What About Us;P!nk;13;48;22;43;False
Marry Me;Thomas Rhett;44;45;5;44;False
River;Eminem Featuring Ed Sheeran;11;43;3;45;False
Like I Loved You;Brett Young;46;56;15;46;False
Roll In Peace;Kodak Black Featuring XXXTENTACION;47;51;20;47;False
Lemon;N*E*R*D & Rihanna;46;49;9;48;False
Ric Flair Drip;Offset & Metro Boomin;44;53;10;49;False
Lights Down Low;MAX Featuring gnash;50;54;13;50;False
